 Substance:BZO200d       2023/12/04 18:04:07                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: S(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
  17.406    1.012     0.021   0.196   0.029   0.063   0.087     0.031   0.062   0.088   0.078   0.030     0.061   0.081   0.078   0.078   0.030
  17.430    1.083     0.016   0.160   0.009   0.073   0.116     0.026   0.072   0.116   0.087   0.025     0.070   0.110   0.087   0.088   0.025
  17.453    1.143     0.015   0.123   0.005   0.078   0.142     0.025   0.077   0.140   0.093   0.025     0.075   0.136   0.093   0.093   0.024
  17.477    1.173     0.017   0.093   0.016   0.077   0.156     0.028   0.076   0.154   0.092   0.028     0.074   0.151   0.093   0.092   0.027
  17.500    1.164     0.023   0.075   0.038   0.070   0.156     0.033   0.069   0.154   0.087   0.033     0.068   0.152   0.088   0.086   0.033
  17.524    1.116     0.029   0.070   0.061   0.061   0.141     0.039   0.061   0.139   0.079   0.039     0.059   0.140   0.082   0.078   0.039
  17.547    1.046     0.035   0.076   0.079   0.055   0.114     0.044   0.054   0.114   0.073   0.043     0.053   0.116   0.077   0.072   0.043
  17.571    0.977     0.037   0.085   0.088   0.054   0.082     0.046   0.053   0.083   0.072   0.044     0.054   0.086   0.077   0.071   0.045
  17.594    0.934     0.037   0.094   0.087   0.061   0.052     0.046   0.060   0.054   0.077   0.044     0.061   0.058   0.082   0.077   0.044
  17.618    0.930     0.035   0.097   0.077   0.074   0.032     0.043   0.072   0.035   0.088   0.042     0.074   0.040   0.092   0.089   0.041
  17.641    0.968     0.031   0.093   0.065   0.088   0.027     0.039   0.086   0.031   0.100   0.039     0.089   0.036   0.104   0.102   0.038
  17.664    1.032     0.028   0.083   0.053   0.099   0.037     0.036   0.098   0.041   0.111   0.036     0.101   0.047   0.113   0.112   0.035
  17.688    1.097     0.026   0.070   0.045   0.105   0.059     0.034   0.104   0.064   0.115   0.035     0.107   0.068   0.116   0.117   0.034
  17.711    1.140     0.025   0.057   0.042   0.103   0.084     0.033   0.102   0.090   0.112   0.035     0.106   0.094   0.112   0.113   0.034
  17.735    1.142     0.025   0.046   0.043   0.094   0.106     0.033   0.094   0.112   0.102   0.035     0.097   0.115   0.102   0.104   0.035
  17.758    1.101     0.026   0.040   0.044   0.083   0.118     0.033   0.082   0.124   0.089   0.035     0.086   0.126   0.089   0.091   0.036
  17.782    1.028     0.026   0.042   0.043   0.070   0.118     0.033   0.070   0.125   0.077   0.034     0.073   0.126   0.077   0.079   0.036
  17.805    0.943     0.025   0.052   0.036   0.061   0.111     0.032   0.060   0.116   0.068   0.032     0.063   0.117   0.068   0.070   0.034
  17.829    0.868     0.021   0.069   0.022   0.056   0.100     0.029   0.055   0.103   0.064   0.028     0.058   0.105   0.064   0.065   0.030
  17.852    0.822     0.016   0.089   0.002   0.056   0.091     0.024   0.055   0.093   0.065   0.023     0.056   0.095   0.065   0.066   0.025
  17.876    0.813     0.011   0.107  -0.019   0.059   0.090     0.019   0.059   0.090   0.069   0.017     0.059   0.092   0.070   0.070   0.019
  17.899    0.838     0.006   0.115  -0.036   0.065   0.097     0.016   0.065   0.095   0.076   0.013     0.064   0.097   0.076   0.076   0.014
  17.922    0.886     0.003   0.111  -0.043   0.069   0.110     0.014   0.070   0.107   0.081   0.012     0.068   0.108   0.081   0.081   0.012
  17.946    0.942     0.005   0.099  -0.036   0.071   0.124     0.016   0.072   0.121   0.083   0.014     0.070   0.121   0.084   0.084   0.014
  17.969    0.991     0.010   0.084  -0.014   0.068   0.135     0.021   0.069   0.132   0.082   0.020     0.067   0.131   0.082   0.083   0.019
  17.993    1.025     0.019   0.077   0.021   0.061   0.138     0.030   0.062   0.135   0.076   0.029     0.060   0.134   0.077   0.078   0.028
  18.016    1.040     0.030   0.084   0.063   0.051   0.129     0.040   0.052   0.127   0.069   0.040     0.050   0.125   0.070   0.071   0.039
  18.040    1.038     0.041   0.105   0.105   0.042   0.109     0.050   0.042   0.108   0.062   0.051     0.042   0.106   0.063   0.064   0.050
  18.063    1.023     0.049   0.134   0.136   0.037   0.081     0.057   0.037   0.081   0.058   0.059     0.037   0.079   0.059   0.059   0.058
  18.087    1.002     0.053   0.160   0.150   0.039   0.052     0.061   0.039   0.054   0.059   0.062     0.040   0.052   0.060   0.060   0.062
  18.110    0.982     0.051   0.173   0.144   0.047   0.031     0.059   0.048   0.032   0.064   0.061     0.048   0.031   0.066   0.065   0.061
  18.134    0.969     0.046   0.164   0.122   0.059   0.022     0.054   0.060   0.024   0.073   0.056     0.061   0.023   0.074   0.075   0.056
  18.157    0.969     0.038   0.136   0.092   0.071   0.030     0.047   0.072   0.032   0.081   0.049     0.074   0.032   0.083   0.084   0.049
  18.181    0.983     0.032   0.094   0.068   0.078   0.052     0.042   0.080   0.053   0.087   0.044     0.081   0.054   0.088   0.089   0.043
  18.204    1.008     0.029   0.049   0.058   0.078   0.082     0.040   0.080   0.081   0.086   0.042     0.082   0.083   0.087   0.089   0.041
  18.227    1.034     0.031   0.013   0.067   0.071   0.110     0.042   0.073   0.109   0.080   0.045     0.075   0.111   0.081   0.083   0.043
  18.251    1.050     0.036  -0.005   0.089   0.060   0.130     0.047   0.062   0.127   0.070   0.050     0.064   0.130   0.071   0.072   0.048
  18.274    1.049     0.042  -0.002   0.113   0.048   0.137     0.053   0.050   0.133   0.059   0.055     0.051   0.136   0.061   0.060   0.053
  18.298    1.030     0.045   0.022   0.127   0.040   0.131     0.056   0.041   0.127   0.051   0.058     0.042   0.130   0.053   0.051   0.056
  18.321    1.005     0.045   0.059   0.124   0.037   0.119     0.055   0.038   0.115   0.047   0.056     0.039   0.118   0.050   0.047   0.055
  18.345    0.989     0.040   0.099   0.104   0.042   0.108     0.050   0.043   0.104   0.050   0.050     0.042   0.106   0.052   0.049   0.049
  18.368    1.001     0.033   0.132   0.074   0.052   0.103     0.043   0.052   0.100   0.058   0.042     0.052   0.102   0.059   0.057   0.042
  18.392    1.048     0.027   0.149   0.046   0.064   0.109     0.035   0.064   0.107   0.068   0.035     0.064   0.108   0.069   0.067   0.035
  18.415    1.120     0.023   0.146   0.030   0.075   0.124     0.031   0.075   0.122   0.078   0.031     0.075   0.124   0.078   0.077   0.031
  18.439    1.198     0.023   0.126   0.030   0.082   0.144     0.031   0.081   0.142   0.084   0.031     0.083   0.143   0.084   0.083   0.031
  18.462    1.256     0.026   0.097   0.046   0.084   0.162     0.035   0.082   0.160   0.084   0.035     0.084   0.161   0.084   0.083   0.035
  18.485    1.276     0.032   0.067   0.070   0.080   0.170     0.041   0.079   0.168   0.079   0.041     0.080   0.170   0.079   0.079   0.040
  18.509    1.251     0.038   0.047   0.094   0.075   0.166     0.047   0.073   0.165   0.072   0.047     0.074   0.166   0.071   0.071   0.046
  18.532    1.191     0.042   0.037   0.112   0.070   0.149     0.051   0.069   0.148   0.065   0.051     0.068   0.149   0.063   0.064   0.050
  18.556    1.113     0.044   0.038   0.118   0.070   0.122     0.053   0.069   0.120   0.063   0.052     0.067   0.122   0.061   0.062   0.051
  18.579    1.035     0.042   0.043   0.113   0.075   0.091     0.052   0.074   0.088   0.066   0.050     0.071   0.091   0.063   0.064   0.050
  18.603    0.966     0.038   0.046   0.098   0.083   0.062     0.048   0.082   0.059   0.074   0.046     0.079   0.061   0.071   0.072   0.047
  18.626    0.910     0.032   0.044   0.075   0.091   0.042     0.043   0.089   0.039   0.083   0.040     0.087   0.041   0.080   0.081   0.042
  18.650    0.866     0.026   0.035   0.050   0.096   0.035     0.037   0.093   0.032   0.091   0.034     0.092   0.033   0.088   0.088   0.037
  18.673    0.833     0.020   0.025   0.027   0.095   0.040     0.031   0.091   0.038   0.093   0.029     0.092   0.038   0.090   0.091   0.032
  18.697    0.811     0.016   0.018   0.011   0.089   0.054     0.028   0.084   0.053   0.091   0.026     0.087   0.052   0.087   0.088   0.029
  18.720    0.803     0.015   0.019   0.004   0.078   0.071     0.027   0.074   0.071   0.083   0.026     0.077   0.070   0.079   0.080   0.027
  18.744    0.807     0.017   0.031   0.007   0.068   0.086     0.028   0.064   0.087   0.074   0.027     0.066   0.085   0.070   0.071   0.028
  18.767    0.821     0.019   0.052   0.016   0.059   0.095     0.030   0.055   0.095   0.065   0.029     0.058   0.094   0.062   0.062   0.029
  18.790    0.837     0.021   0.078   0.023   0.055   0.097     0.031   0.051   0.096   0.060   0.030     0.053   0.095   0.058   0.058   0.031
  18.814    0.849     0.021   0.104   0.023   0.055   0.094     0.031   0.050   0.093   0.058   0.029     0.052   0.093   0.058   0.057   0.030
  18.837    0.857     0.020   0.122   0.015   0.057   0.091     0.029   0.053   0.089   0.061   0.027     0.055   0.090   0.061   0.059   0.028
  18.861    0.865     0.017   0.127   0.002   0.061   0.092     0.026   0.057   0.089   0.065   0.024     0.059   0.091   0.066   0.064   0.025
  18.884    0.880     0.014   0.116  -0.008   0.064   0.098     0.023   0.061   0.096   0.069   0.022     0.063   0.098   0.071   0.068   0.023
  18.908    0.908     0.015   0.091  -0.007   0.065   0.110     0.023   0.063   0.109   0.073   0.023     0.065   0.110   0.073   0.071   0.023
  18.931    0.945     0.018   0.058   0.010   0.063   0.124     0.027   0.063   0.123   0.073   0.028     0.065   0.123   0.072   0.071   0.027
  18.955    0.981     0.025   0.027   0.040   0.058   0.134     0.033   0.059   0.134   0.070   0.035     0.061   0.133   0.069   0.067   0.034
  18.978    1.004     0.033   0.006   0.075   0.052   0.138     0.041   0.054   0.139   0.065   0.043     0.055   0.136   0.063   0.063   0.041
  19.002    1.008     0.040   0.003   0.103   0.046   0.133     0.048   0.049   0.134   0.060   0.049     0.050   0.130   0.058   0.058   0.048
  19.025    0.997     0.043   0.018   0.117   0.043   0.121     0.051   0.047   0.121   0.057   0.051     0.046   0.118   0.056   0.056   0.050
  19.048    0.988     0.043   0.047   0.112   0.046   0.107     0.051   0.049   0.107   0.059   0.049     0.048   0.104   0.059   0.058   0.049
  19.072    1.001     0.039   0.081   0.094   0.054   0.098     0.047   0.056   0.097   0.065   0.044     0.054   0.095   0.066   0.065   0.046
  19.095    1.050     0.033   0.110   0.071   0.066   0.098     0.042   0.066   0.096   0.076   0.039     0.064   0.096   0.077   0.075   0.041
  19.119    1.133     0.029   0.128   0.052   0.078   0.108     0.038   0.078   0.106   0.087   0.035     0.076   0.108   0.088   0.087   0.037
  19.142    1.231     0.026   0.132   0.043   0.088   0.125     0.036   0.087   0.124   0.097   0.034     0.085   0.127   0.097   0.096   0.035
  19.166    1.311     0.027   0.125   0.047   0.092   0.142     0.035   0.091   0.142   0.103   0.035     0.089   0.145   0.102   0.102   0.035
  19.189    1.345     0.029   0.114   0.059   0.089   0.153     0.037   0.088   0.154   0.102   0.037     0.086   0.157   0.101   0.102   0.038
  19.213    1.318     0.032   0.105   0.073   0.079   0.153     0.039   0.080   0.154   0.097   0.040     0.077   0.157   0.095   0.097   0.040
  19.236    1.238     0.034   0.105   0.082   0.067   0.141     0.040   0.068   0.142   0.089   0.041     0.066   0.144   0.087   0.089   0.042
  19.260    1.130     0.034   0.112   0.082   0.056   0.122     0.040   0.058   0.123   0.081   0.041     0.056   0.124   0.079   0.081   0.041
  19.283    1.028     0.032   0.125   0.072   0.049   0.102     0.038   0.052   0.103   0.076   0.038     0.050   0.104   0.073   0.075   0.039
  19.307    0.961     0.028   0.137   0.053   0.048   0.090     0.034   0.051   0.090   0.074   0.035     0.049   0.091   0.072   0.073   0.035
  19.330    0.941     0.024   0.143   0.032   0.053   0.087     0.030   0.056   0.088   0.076   0.031     0.054   0.088   0.074   0.075   0.031
  19.353    0.962     0.020   0.141   0.014   0.059   0.096     0.027   0.063   0.095   0.080   0.027     0.061   0.095   0.078   0.080   0.028
  19.377    1.006     0.017   0.131   0.002   0.066   0.110     0.025   0.069   0.109   0.084   0.026     0.067   0.108   0.082   0.084   0.026
  19.400    1.052     0.017   0.118   0.002   0.069   0.125     0.025   0.072   0.123   0.085   0.027     0.070   0.122   0.084   0.086   0.027
  19.424    1.081     0.019   0.108   0.014   0.068   0.133     0.028   0.070   0.130   0.083   0.030     0.069   0.130   0.083   0.085   0.030
  19.447    1.089     0.024   0.103   0.035   0.064   0.131     0.034   0.066   0.127   0.080   0.035     0.066   0.127   0.080   0.082   0.034
  19.471    1.077     0.029   0.104   0.060   0.061   0.117     0.039   0.063   0.113   0.077   0.041     0.062   0.113   0.078   0.079   0.040
  19.494    1.053     0.034   0.108   0.084   0.061   0.093     0.045   0.062   0.089   0.076   0.047     0.062   0.089   0.078   0.079   0.045
  19.518    1.026     0.038   0.109   0.101   0.066   0.066     0.048   0.067   0.062   0.079   0.050     0.066   0.062   0.081   0.082   0.048
  19.541    1.004     0.039   0.103   0.107   0.074   0.042     0.050   0.075   0.039   0.085   0.051     0.074   0.039   0.087   0.088   0.049
  19.565    0.990     0.038   0.088   0.102   0.083   0.029     0.048   0.085   0.027   0.092   0.050     0.083   0.026   0.095   0.095   0.048
  19.588    0.986     0.036   0.065   0.092   0.089   0.030     0.046   0.092   0.028   0.098   0.048     0.090   0.027   0.100   0.100   0.046
  19.611    0.989     0.034   0.041   0.082   0.090   0.044     0.044   0.093   0.041   0.099   0.045     0.091   0.040   0.101   0.101   0.044
  19.635    0.997     0.034   0.021   0.079   0.085   0.063     0.044   0.088   0.061   0.095   0.044     0.086   0.060   0.097   0.096   0.044
  19.658    1.004     0.036   0.013   0.085   0.075   0.083     0.045   0.078   0.081   0.087   0.045     0.076   0.079   0.088   0.087   0.045
  19.682    1.004     0.039   0.020   0.096   0.063   0.095     0.048   0.065   0.095   0.077   0.048     0.063   0.092   0.079   0.077   0.047
  19.705    0.995     0.041   0.041   0.106   0.052   0.099     0.050   0.054   0.099   0.069   0.050     0.052   0.095   0.070   0.068   0.050
  19.729    0.978     0.041   0.069   0.107   0.046   0.094     0.050   0.047   0.095   0.064   0.050     0.046   0.091   0.066   0.062   0.050
  19.752    0.954     0.039   0.097   0.096   0.045   0.086     0.048   0.045   0.088   0.064   0.047     0.044   0.083   0.065   0.061   0.048
  19.776    0.932     0.033   0.117   0.072   0.049   0.079     0.043   0.047   0.082   0.066   0.042     0.048   0.077   0.068   0.064   0.043
  19.799    0.915     0.026   0.126   0.042   0.055   0.079     0.037   0.054   0.082   0.071   0.035     0.054   0.077   0.072   0.069   0.037
  19.823    0.908     0.020   0.123   0.013   0.062   0.084     0.030   0.060   0.087   0.075   0.029     0.060   0.083   0.076   0.074   0.031
  19.846    0.908     0.015   0.114  -0.008   0.067   0.093     0.026   0.066   0.095   0.077   0.024     0.066   0.093   0.078   0.077   0.027
  19.870    0.912     0.013   0.102  -0.016   0.070   0.100     0.024   0.069   0.102   0.077   0.023     0.069   0.101   0.077   0.077   0.025
  19.893    0.914     0.014   0.093  -0.011   0.071   0.101     0.025   0.069   0.103   0.075   0.024     0.069   0.102   0.076   0.076   0.026
  19.916    0.912     0.017   0.089   0.003   0.071   0.094     0.029   0.069   0.096   0.074   0.028     0.070   0.096   0.074   0.075   0.029
  19.940    0.911     0.021   0.088   0.023   0.072   0.080     0.033   0.070   0.082   0.074   0.032     0.072   0.082   0.075   0.076   0.033
  19.963    0.917     0.025   0.087   0.042   0.076   0.063     0.037   0.073   0.064   0.077   0.037     0.076   0.064   0.079   0.080   0.037
  19.987    0.940     0.029   0.083   0.058   0.082   0.048     0.040   0.080   0.050   0.084   0.040     0.084   0.049   0.085   0.087   0.040
  20.010    0.982     0.031   0.076   0.069   0.091   0.041     0.042   0.088   0.043   0.092   0.043     0.092   0.042   0.094   0.096   0.042
  20.034    1.039     0.033   0.066   0.075   0.098   0.045     0.043   0.096   0.047   0.100   0.043     0.099   0.047   0.101   0.104   0.042
  20.057    1.100     0.034   0.057   0.078   0.101   0.059     0.043   0.100   0.061   0.105   0.043     0.102   0.062   0.105   0.108   0.042
  20.081    1.147     0.034   0.052   0.081   0.098   0.079     0.043   0.098   0.081   0.104   0.043     0.100   0.082   0.104   0.107   0.042
  20.104    1.167     0.035   0.053   0.085   0.089   0.098     0.043   0.090   0.099   0.098   0.043     0.091   0.101   0.098   0.101   0.043
  20.128    1.151     0.036   0.062   0.090   0.077   0.109     0.044   0.078   0.110   0.088   0.043     0.079   0.112   0.089   0.091   0.043
  20.151    1.107     0.036   0.078   0.093   0.065   0.111     0.044   0.066   0.110   0.078   0.043     0.066   0.112   0.080   0.081   0.043
  20.175    1.047     0.036   0.097   0.090   0.055   0.104     0.044   0.056   0.103   0.071   0.042     0.056   0.105   0.073   0.073   0.043
  20.198    0.992     0.033   0.116   0.079   0.051   0.094     0.042   0.051   0.093   0.067   0.040     0.051   0.094   0.069   0.069   0.041
  20.221    0.958     0.030   0.128   0.063   0.052   0.088     0.038   0.052   0.087   0.068   0.037     0.052   0.088   0.069   0.068   0.038
