 Substance:BZO200d       2023/12/04 18:04:07                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: S(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
  44.454    0.997     0.029   0.082   0.057   0.067   0.095     0.038   0.067   0.094   0.076   0.038     0.067   0.095   0.077   0.077   0.039
  44.478    0.997     0.029   0.082   0.057   0.067   0.095     0.039   0.067   0.093   0.076   0.038     0.067   0.095   0.077   0.077   0.039
  44.501    0.997     0.029   0.082   0.057   0.067   0.094     0.039   0.067   0.093   0.077   0.038     0.067   0.095   0.077   0.077   0.039
  44.525    0.997     0.029   0.083   0.057   0.067   0.094     0.039   0.067   0.093   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  44.548    0.998     0.029   0.083   0.057   0.067   0.094     0.039   0.067   0.094   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  44.572    0.998     0.029   0.083   0.057   0.067   0.094     0.039   0.067   0.094   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  44.595    0.999     0.029   0.083   0.057   0.068   0.094     0.039   0.067   0.094   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  44.618    0.999     0.029   0.083   0.057   0.068   0.094     0.039   0.067   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  44.642    0.999     0.029   0.083   0.057   0.068   0.094     0.039   0.067   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  44.665    0.999     0.029   0.083   0.057   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  44.689    0.999     0.029   0.082   0.057   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  44.712    0.999     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.078   0.038
  44.736    0.999     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.078   0.038
  44.759    0.999     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  44.783    1.000     0.029   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  44.806    1.000     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.038
  44.830    1.000     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.076   0.038
  44.853    1.000     0.029   0.082   0.059   0.067   0.094     0.039   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.076   0.038
  44.877    1.001     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.076   0.038
  44.900    1.002     0.029   0.082   0.060   0.067   0.095     0.039   0.067   0.095   0.077   0.039     0.067   0.095   0.076   0.076   0.039
  44.923    1.003     0.029   0.082   0.060   0.067   0.095     0.039   0.068   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.039
  44.947    1.004     0.029   0.082   0.061   0.067   0.095     0.038   0.068   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.039
  44.970    1.005     0.029   0.082   0.060   0.067   0.095     0.038   0.068   0.095   0.077   0.039     0.066   0.095   0.077   0.077   0.039
  44.994    1.004     0.029   0.082   0.060   0.067   0.095     0.038   0.068   0.095   0.077   0.039     0.066   0.095   0.077   0.077   0.039
  45.017    1.003     0.030   0.083   0.060   0.067   0.095     0.038   0.068   0.094   0.076   0.039     0.066   0.095   0.077   0.077   0.039
  45.041    1.001     0.030   0.083   0.059   0.067   0.094     0.038   0.067   0.094   0.076   0.038     0.066   0.095   0.077   0.077   0.039
  45.064    1.000     0.030   0.083   0.059   0.067   0.094     0.038   0.067   0.094   0.076   0.038     0.066   0.095   0.077   0.077   0.039
  45.088    1.000     0.030   0.083   0.059   0.067   0.094     0.038   0.067   0.094   0.076   0.038     0.066   0.095   0.077   0.077   0.038
  45.111    1.000     0.030   0.083   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.038     0.066   0.095   0.077   0.077   0.038
  45.135    1.002     0.030   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.066   0.095   0.077   0.077   0.038
  45.158    1.003     0.030   0.083   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.078   0.038
  45.182    1.004     0.030   0.083   0.058   0.067   0.095     0.038   0.067   0.096   0.077   0.039     0.067   0.095   0.076   0.078   0.038
  45.205    1.005     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.097   0.078   0.039     0.067   0.095   0.076   0.078   0.038
  45.228    1.005     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.097   0.077   0.039     0.068   0.095   0.077   0.078   0.038
  45.252    1.005     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.097   0.077   0.039     0.068   0.094   0.077   0.077   0.038
  45.275    1.005     0.029   0.082   0.059   0.068   0.095     0.038   0.067   0.097   0.077   0.039     0.068   0.094   0.077   0.077   0.038
  45.299    1.004     0.029   0.082   0.059   0.068   0.095     0.038   0.067   0.096   0.077   0.039     0.068   0.094   0.077   0.077   0.038
  45.322    1.003     0.029   0.082   0.059   0.068   0.096     0.038   0.067   0.096   0.077   0.038     0.068   0.094   0.078   0.076   0.038
  45.346    1.002     0.029   0.082   0.059   0.068   0.096     0.038   0.067   0.095   0.077   0.038     0.068   0.093   0.078   0.076   0.038
  45.369    1.001     0.029   0.082   0.059   0.068   0.096     0.038   0.067   0.095   0.077   0.038     0.068   0.093   0.077   0.076   0.038
  45.393    1.001     0.029   0.082   0.058   0.068   0.096     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  45.416    1.000     0.030   0.082   0.058   0.067   0.096     0.039   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  45.440    0.999     0.030   0.082   0.057   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  45.463    0.998     0.030   0.083   0.057   0.066   0.095     0.039   0.067   0.093   0.077   0.038     0.067   0.094   0.077   0.076   0.039
  45.486    0.997     0.030   0.083   0.057   0.066   0.094     0.039   0.067   0.093   0.077   0.038     0.067   0.094   0.076   0.077   0.039
  45.510    0.997     0.030   0.083   0.057   0.066   0.094     0.039   0.067   0.093   0.077   0.038     0.067   0.094   0.076   0.077   0.039
  45.533    0.996     0.029   0.083   0.057   0.066   0.094     0.039   0.066   0.093   0.077   0.038     0.067   0.094   0.076   0.077   0.039
  45.557    0.996     0.029   0.083   0.058   0.067   0.094     0.038   0.066   0.093   0.077   0.038     0.067   0.094   0.075   0.077   0.039
  45.580    0.996     0.029   0.083   0.058   0.067   0.094     0.038   0.066   0.093   0.077   0.038     0.067   0.094   0.076   0.077   0.039
  45.604    0.998     0.029   0.082   0.058   0.067   0.094     0.038   0.066   0.093   0.077   0.038     0.067   0.094   0.076   0.077   0.039
  45.627    1.000     0.029   0.082   0.059   0.067   0.095     0.038   0.067   0.093   0.077   0.038     0.067   0.095   0.076   0.077   0.039
  45.651    1.002     0.029   0.082   0.059   0.068   0.095     0.038   0.067   0.094   0.077   0.039     0.067   0.095   0.076   0.077   0.039
  45.674    1.003     0.029   0.083   0.059   0.068   0.095     0.038   0.067   0.094   0.077   0.039     0.067   0.095   0.077   0.077   0.039
  45.698    1.004     0.029   0.083   0.059   0.068   0.095     0.038   0.067   0.094   0.077   0.039     0.067   0.096   0.077   0.077   0.038
  45.721    1.003     0.029   0.083   0.058   0.068   0.096     0.039   0.067   0.094   0.077   0.039     0.067   0.096   0.077   0.076   0.038
  45.745    1.002     0.029   0.084   0.058   0.068   0.096     0.039   0.067   0.094   0.077   0.039     0.066   0.096   0.077   0.076   0.038
  45.768    1.000     0.029   0.084   0.057   0.067   0.095     0.039   0.067   0.094   0.077   0.039     0.066   0.096   0.077   0.075   0.038
  45.791    0.998     0.029   0.084   0.057   0.067   0.095     0.039   0.067   0.094   0.077   0.039     0.066   0.096   0.077   0.075   0.038
  45.815    0.996     0.029   0.083   0.057   0.067   0.095     0.039   0.067   0.094   0.077   0.039     0.066   0.095   0.076   0.075   0.038
  45.838    0.996     0.029   0.083   0.057   0.067   0.095     0.039   0.067   0.094   0.077   0.039     0.066   0.095   0.076   0.075   0.038
  45.862    0.996     0.029   0.083   0.058   0.067   0.095     0.038   0.067   0.094   0.077   0.039     0.066   0.094   0.076   0.075   0.038
  45.885    0.996     0.029   0.082   0.058   0.067   0.095     0.038   0.066   0.094   0.077   0.038     0.067   0.094   0.076   0.076   0.039
  45.909    0.997     0.029   0.082   0.058   0.067   0.095     0.038   0.066   0.095   0.077   0.038     0.067   0.094   0.076   0.076   0.039
  45.932    0.997     0.029   0.082   0.058   0.067   0.095     0.038   0.066   0.095   0.076   0.038     0.067   0.094   0.076   0.076   0.039
  45.956    0.997     0.029   0.082   0.058   0.067   0.095     0.038   0.066   0.095   0.076   0.038     0.067   0.094   0.076   0.076   0.039
  45.979    0.997     0.029   0.082   0.058   0.067   0.094     0.038   0.066   0.094   0.076   0.038     0.068   0.095   0.076   0.076   0.039
  46.003    0.997     0.029   0.082   0.058   0.067   0.094     0.038   0.066   0.094   0.076   0.038     0.068   0.095   0.076   0.076   0.039
  46.026    0.998     0.029   0.083   0.058   0.067   0.094     0.038   0.066   0.094   0.076   0.038     0.068   0.095   0.076   0.077   0.038
  46.049    0.998     0.029   0.083   0.058   0.068   0.094     0.038   0.066   0.094   0.076   0.038     0.068   0.095   0.076   0.077   0.038
  46.073    1.000     0.029   0.083   0.058   0.068   0.095     0.038   0.066   0.094   0.076   0.038     0.068   0.095   0.076   0.078   0.038
  46.096    1.001     0.029   0.083   0.058   0.068   0.095     0.038   0.066   0.094   0.076   0.038     0.067   0.095   0.077   0.078   0.038
  46.120    1.002     0.029   0.083   0.059   0.068   0.095     0.038   0.066   0.094   0.076   0.038     0.067   0.095   0.077   0.078   0.038
  46.143    1.002     0.029   0.083   0.059   0.067   0.096     0.039   0.066   0.094   0.076   0.038     0.067   0.095   0.077   0.078   0.038
  46.167    1.003     0.028   0.083   0.059   0.067   0.096     0.039   0.066   0.095   0.076   0.039     0.067   0.095   0.077   0.078   0.038
  46.190    1.003     0.028   0.083   0.059   0.067   0.096     0.039   0.067   0.095   0.076   0.039     0.067   0.095   0.077   0.078   0.038
  46.214    1.003     0.028   0.082   0.059   0.066   0.096     0.039   0.067   0.095   0.076   0.039     0.068   0.095   0.078   0.077   0.038
  46.237    1.002     0.028   0.082   0.058   0.066   0.096     0.039   0.067   0.094   0.076   0.039     0.068   0.096   0.078   0.077   0.038
  46.261    1.002     0.029   0.082   0.058   0.066   0.095     0.039   0.067   0.094   0.076   0.039     0.068   0.096   0.078   0.077   0.038
  46.284    1.001     0.029   0.082   0.058   0.066   0.095     0.039   0.067   0.094   0.077   0.039     0.068   0.095   0.077   0.077   0.038
  46.308    1.001     0.029   0.082   0.058   0.066   0.095     0.038   0.067   0.095   0.077   0.038     0.068   0.095   0.077   0.077   0.039
  46.331    1.001     0.029   0.082   0.058   0.066   0.095     0.038   0.067   0.095   0.077   0.038     0.068   0.095   0.077   0.077   0.039
  46.354    1.001     0.029   0.082   0.058   0.066   0.095     0.038   0.067   0.095   0.077   0.038     0.068   0.094   0.077   0.077   0.039
  46.378    1.002     0.029   0.082   0.058   0.066   0.095     0.039   0.067   0.095   0.076   0.038     0.068   0.094   0.077   0.077   0.039
  46.401    1.002     0.029   0.083   0.058   0.066   0.095     0.039   0.067   0.095   0.076   0.038     0.068   0.094   0.077   0.077   0.039
  46.425    1.002     0.029   0.083   0.058   0.067   0.095     0.039   0.067   0.095   0.076   0.038     0.068   0.094   0.077   0.077   0.039
  46.448    1.002     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.067   0.094   0.077   0.077   0.039
  46.472    1.001     0.029   0.082   0.059   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.067   0.094   0.077   0.077   0.039
  46.495    1.000     0.029   0.082   0.059   0.067   0.095     0.038   0.067   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.039
  46.519    1.000     0.030   0.082   0.059   0.067   0.095     0.038   0.067   0.095   0.077   0.039     0.066   0.094   0.076   0.077   0.039
  46.542    0.999     0.030   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.039     0.066   0.094   0.077   0.077   0.038
  46.566    0.999     0.030   0.082   0.058   0.067   0.095     0.038   0.067   0.095   0.077   0.039     0.065   0.094   0.077   0.076   0.038
  46.589    0.998     0.030   0.082   0.058   0.066   0.095     0.038   0.067   0.095   0.077   0.039     0.065   0.094   0.077   0.076   0.038
  46.612    0.998     0.030   0.083   0.058   0.066   0.095     0.038   0.067   0.095   0.077   0.039     0.066   0.094   0.077   0.076   0.038
  46.636    0.998     0.030   0.083   0.058   0.066   0.095     0.038   0.068   0.094   0.077   0.039     0.066   0.093   0.078   0.076   0.038
  46.659    0.998     0.030   0.083   0.058   0.066   0.094     0.038   0.068   0.094   0.077   0.039     0.066   0.093   0.078   0.076   0.038
  46.683    0.997     0.030   0.083   0.058   0.066   0.094     0.038   0.068   0.094   0.077   0.038     0.066   0.093   0.078   0.076   0.038
  46.706    0.997     0.030   0.083   0.059   0.066   0.094     0.038   0.068   0.094   0.077   0.038     0.066   0.093   0.078   0.077   0.038
  46.730    0.997     0.030   0.083   0.059   0.066   0.093     0.038   0.067   0.094   0.077   0.038     0.066   0.094   0.078   0.077   0.038
  46.753    0.998     0.030   0.083   0.059   0.067   0.093     0.038   0.067   0.094   0.077   0.038     0.067   0.094   0.078   0.077   0.038
  46.777    0.998     0.030   0.082   0.059   0.067   0.093     0.038   0.066   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  46.800    0.999     0.030   0.083   0.058   0.067   0.093     0.038   0.066   0.094   0.077   0.038     0.067   0.095   0.077   0.077   0.038
  46.824    1.000     0.030   0.083   0.058   0.067   0.093     0.038   0.066   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.038
  46.847    1.001     0.029   0.083   0.058   0.067   0.093     0.038   0.066   0.095   0.077   0.039     0.067   0.095   0.076   0.077   0.039
  46.871    1.002     0.029   0.083   0.058   0.067   0.093     0.038   0.067   0.095   0.077   0.039     0.067   0.095   0.076   0.077   0.039
  46.894    1.003     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.095   0.077   0.039     0.067   0.095   0.076   0.078   0.039
  46.917    1.004     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.039
  46.941    1.003     0.029   0.083   0.059   0.068   0.094     0.038   0.068   0.095   0.076   0.039     0.067   0.095   0.077   0.077   0.039
  46.964    1.003     0.029   0.082   0.059   0.068   0.094     0.038   0.068   0.094   0.076   0.038     0.067   0.095   0.077   0.077   0.039
  46.988    1.002     0.029   0.082   0.059   0.068   0.094     0.038   0.068   0.094   0.076   0.038     0.067   0.095   0.077   0.077   0.039
  47.011    1.001     0.029   0.082   0.059   0.068   0.094     0.039   0.068   0.094   0.076   0.038     0.066   0.094   0.077   0.077   0.039
  47.035    1.000     0.029   0.082   0.059   0.068   0.094     0.039   0.068   0.095   0.076   0.038     0.066   0.094   0.077   0.077   0.038
  47.058    1.000     0.029   0.082   0.059   0.068   0.094     0.039   0.068   0.095   0.077   0.038     0.066   0.094   0.077   0.077   0.038
  47.082    0.999     0.029   0.082   0.058   0.068   0.094     0.039   0.068   0.095   0.077   0.038     0.066   0.094   0.076   0.077   0.038
  47.105    0.999     0.029   0.082   0.058   0.068   0.094     0.039   0.067   0.095   0.078   0.038     0.066   0.094   0.076   0.077   0.038
  47.129    0.998     0.029   0.082   0.058   0.068   0.094     0.039   0.067   0.094   0.078   0.038     0.066   0.095   0.076   0.077   0.038
  47.152    0.998     0.029   0.082   0.058   0.068   0.094     0.038   0.067   0.094   0.077   0.038     0.066   0.095   0.076   0.076   0.038
  47.175    0.997     0.029   0.082   0.058   0.068   0.094     0.038   0.067   0.093   0.077   0.038     0.066   0.096   0.076   0.076   0.038
  47.199    0.997     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.093   0.077   0.038     0.066   0.096   0.077   0.076   0.038
  47.222    0.997     0.029   0.082   0.057   0.067   0.094     0.038   0.067   0.093   0.076   0.038     0.067   0.096   0.077   0.076   0.038
  47.246    0.997     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.093   0.076   0.038     0.067   0.096   0.077   0.076   0.038
  47.269    0.997     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.094   0.076   0.039     0.067   0.096   0.077   0.076   0.038
  47.293    0.998     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.094   0.076   0.039     0.067   0.095   0.077   0.076   0.038
  47.316    0.998     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.095   0.076   0.039     0.067   0.094   0.077   0.077   0.038
  47.340    1.000     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.095   0.077   0.039     0.067   0.094   0.077   0.077   0.038
  47.363    1.001     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.095   0.077   0.039     0.067   0.094   0.077   0.077   0.038
  47.387    1.002     0.029   0.084   0.058   0.068   0.094     0.039   0.067   0.095   0.077   0.038     0.067   0.094   0.077   0.077   0.038
  47.410    1.003     0.029   0.084   0.058   0.068   0.094     0.039   0.067   0.095   0.077   0.038     0.068   0.094   0.077   0.077   0.039
  47.434    1.004     0.029   0.084   0.058   0.068   0.095     0.039   0.067   0.095   0.077   0.038     0.068   0.094   0.077   0.077   0.039
  47.457    1.004     0.029   0.083   0.058   0.068   0.095     0.039   0.066   0.095   0.077   0.038     0.068   0.094   0.077   0.077   0.039
  47.480    1.003     0.029   0.083   0.057   0.068   0.095     0.039   0.066   0.095   0.077   0.038     0.068   0.095   0.077   0.077   0.039
  47.504    1.002     0.029   0.083   0.057   0.067   0.096     0.039   0.066   0.095   0.077   0.038     0.068   0.095   0.077   0.077   0.039
  47.527    1.001     0.029   0.083   0.057   0.067   0.096     0.039   0.066   0.095   0.077   0.038     0.068   0.095   0.077   0.077   0.039
  47.551    1.001     0.029   0.083   0.057   0.067   0.096     0.039   0.066   0.095   0.077   0.038     0.068   0.094   0.077   0.077   0.038
  47.574    1.001     0.029   0.082   0.057   0.067   0.096     0.039   0.066   0.095   0.077   0.038     0.068   0.095   0.077   0.077   0.038
  47.598    1.001     0.029   0.082   0.057   0.067   0.095     0.039   0.066   0.096   0.077   0.038     0.068   0.095   0.077   0.077   0.038
  47.621    1.001     0.029   0.082   0.057   0.068   0.095     0.038   0.066   0.096   0.077   0.038     0.068   0.095   0.076   0.077   0.038
  47.645    1.000     0.029   0.082   0.058   0.068   0.095     0.039   0.067   0.095   0.077   0.038     0.068   0.095   0.076   0.077   0.037
  47.668    0.999     0.029   0.082   0.058   0.068   0.094     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.076   0.077   0.037
  47.692    0.998     0.029   0.082   0.058   0.067   0.094     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.076   0.076   0.038
  47.715    0.997     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.095   0.077   0.038     0.067   0.094   0.076   0.076   0.038
  47.739    0.997     0.029   0.083   0.058   0.067   0.094     0.039   0.067   0.095   0.077   0.038     0.067   0.094   0.076   0.076   0.038
  47.762    0.997     0.029   0.083   0.059   0.066   0.094     0.039   0.067   0.095   0.077   0.038     0.067   0.094   0.075   0.076   0.038
  47.785    0.997     0.029   0.083   0.059   0.066   0.094     0.038   0.067   0.095   0.077   0.038     0.068   0.093   0.075   0.075   0.039
  47.809    0.998     0.029   0.083   0.059   0.066   0.094     0.038   0.067   0.095   0.077   0.038     0.068   0.093   0.075   0.076   0.039
  47.832    0.999     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.068   0.094   0.076   0.076   0.039
  47.856    1.000     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.095   0.076   0.038     0.068   0.094   0.076   0.076   0.039
  47.879    1.001     0.029   0.083   0.059   0.067   0.094     0.038   0.066   0.095   0.076   0.038     0.067   0.094   0.076   0.077   0.039
  47.903    1.002     0.029   0.083   0.059   0.067   0.094     0.038   0.066   0.095   0.076   0.039     0.067   0.095   0.077   0.077   0.039
  47.926    1.003     0.029   0.083   0.059   0.067   0.094     0.038   0.066   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.039
  47.950    1.003     0.029   0.083   0.059   0.067   0.094     0.038   0.066   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.039
  47.973    1.003     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.095   0.077   0.039     0.067   0.095   0.077   0.077   0.039
  47.997    1.002     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.067   0.095   0.077   0.077   0.039
  48.020    1.001     0.029   0.083   0.059   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.066   0.095   0.077   0.077   0.039
  48.043    0.999     0.030   0.082   0.059   0.067   0.094     0.038   0.067   0.095   0.077   0.039     0.067   0.094   0.077   0.077   0.039
  48.067    0.999     0.030   0.082   0.059   0.067   0.094     0.038   0.066   0.094   0.077   0.039     0.067   0.094   0.077   0.078   0.038
  48.090    0.998     0.030   0.082   0.059   0.067   0.094     0.038   0.066   0.094   0.076   0.039     0.067   0.094   0.077   0.078   0.038
  48.114    0.998     0.030   0.082   0.059   0.067   0.095     0.038   0.066   0.094   0.076   0.039     0.067   0.093   0.077   0.078   0.038
  48.137    0.998     0.030   0.082   0.058   0.067   0.095     0.038   0.066   0.094   0.076   0.039     0.067   0.093   0.077   0.078   0.038
  48.161    0.998     0.030   0.082   0.058   0.067   0.095     0.038   0.067   0.094   0.076   0.039     0.067   0.093   0.077   0.077   0.038
  48.184    0.999     0.030   0.083   0.058   0.067   0.095     0.038   0.067   0.094   0.076   0.039     0.067   0.093   0.077   0.077   0.038
  48.208    0.999     0.030   0.083   0.058   0.067   0.095     0.038   0.067   0.094   0.076   0.039     0.067   0.094   0.077   0.076   0.038
  48.231    0.999     0.029   0.083   0.059   0.067   0.095     0.038   0.067   0.094   0.076   0.039     0.067   0.094   0.077   0.076   0.038
  48.255    1.000     0.029   0.083   0.059   0.067   0.095     0.038   0.067   0.094   0.076   0.038     0.067   0.095   0.077   0.075   0.038
  48.278    1.000     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.094   0.076   0.038     0.067   0.095   0.077   0.075   0.038
  48.302    1.000     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.094   0.076   0.038     0.067   0.095   0.076   0.075   0.038
  48.325    1.000     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.076   0.075   0.038
  48.348    1.000     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.076   0.076   0.039
  48.372    1.000     0.029   0.082   0.059   0.067   0.095     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.076   0.076   0.039
  48.395    0.999     0.030   0.082   0.059   0.067   0.094     0.039   0.067   0.095   0.077   0.038     0.067   0.095   0.076   0.076   0.039
  48.419    0.999     0.030   0.082   0.059   0.067   0.094     0.038   0.067   0.095   0.077   0.038     0.067   0.095   0.076   0.076   0.039
  48.442    0.999     0.030   0.083   0.059   0.067   0.094     0.038   0.067   0.094   0.077   0.038     0.067   0.095   0.076   0.076   0.039
  48.466    0.998     0.030   0.083   0.058   0.067   0.093     0.038   0.067   0.094   0.077   0.038     0.068   0.094   0.076   0.077   0.039
  48.489    0.998     0.029   0.083   0.058   0.067   0.093     0.038   0.067   0.093   0.077   0.038     0.068   0.094   0.077   0.077   0.039
  48.513    0.998     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.093   0.077   0.038     0.068   0.094   0.077   0.077   0.039
  48.536    0.999     0.029   0.083   0.058   0.067   0.094     0.038   0.067   0.093   0.077   0.038     0.068   0.094   0.078   0.077   0.038
  48.560    0.999     0.029   0.082   0.058   0.067   0.094     0.038   0.067   0.093   0.077   0.038     0.068   0.094   0.078   0.077   0.038
  48.583    1.000     0.029   0.082   0.057   0.067   0.095     0.038   0.067   0.093   0.077   0.038     0.068   0.095   0.078   0.078   0.039
  48.606    1.001     0.029   0.082   0.057   0.067   0.095     0.038   0.067   0.093   0.077   0.038     0.067   0.095   0.078   0.078   0.039
  48.630    1.001     0.029   0.082   0.057   0.067   0.096     0.038   0.067   0.094   0.077   0.038     0.067   0.095   0.078   0.078   0.039
  48.653    1.002     0.030   0.083   0.057   0.067   0.096     0.038   0.067   0.094   0.077   0.038     0.067   0.095   0.078   0.078   0.038
  48.677    1.003     0.030   0.083   0.057   0.067   0.096     0.038   0.067   0.095   0.077   0.038     0.066   0.095   0.078   0.077   0.038
  48.700    1.003     0.030   0.083   0.057   0.067   0.096     0.039   0.067   0.095   0.077   0.037     0.066   0.095   0.078   0.077   0.038
  48.724    1.003     0.030   0.084   0.058   0.067   0.096     0.039   0.067   0.095   0.077   0.037     0.066   0.096   0.078   0.077   0.038
  48.747    1.003     0.030   0.084   0.058   0.067   0.096     0.039   0.067   0.095   0.077   0.037     0.066   0.096   0.078   0.077   0.038
  48.771    1.002     0.029   0.083   0.058   0.067   0.096     0.039   0.067   0.095   0.077   0.038     0.066   0.096   0.078   0.077   0.038
  48.794    1.001     0.029   0.083   0.058   0.066   0.096     0.039   0.067   0.095   0.077   0.038     0.066   0.096   0.078   0.077   0.038
  48.818    1.000     0.029   0.082   0.058   0.066   0.096     0.039   0.067   0.094   0.077   0.038     0.066   0.095   0.078   0.077   0.039
  48.841    0.999     0.029   0.082   0.058   0.066   0.095     0.039   0.067   0.094   0.077   0.038     0.066   0.095   0.078   0.077   0.039
  48.865    0.997     0.029   0.081   0.058   0.066   0.095     0.039   0.067   0.093   0.077   0.039     0.067   0.095   0.077   0.077   0.039
  48.888    0.996     0.029   0.081   0.058   0.066   0.095     0.039   0.067   0.093   0.077   0.039     0.067   0.094   0.077   0.077   0.039
  48.911    0.996     0.029   0.081   0.058   0.066   0.094     0.039   0.067   0.093   0.077   0.039     0.067   0.094   0.077   0.077   0.038
  48.935    0.996     0.029   0.082   0.058   0.066   0.094     0.039   0.067   0.093   0.077   0.038     0.067   0.094   0.077   0.077   0.039
  48.958    0.997     0.029   0.082   0.058   0.066   0.094     0.039   0.067   0.093   0.077   0.038     0.068   0.094   0.077   0.077   0.039
  48.982    0.999     0.029   0.082   0.058   0.067   0.095     0.039   0.067   0.094   0.077   0.038     0.068   0.094   0.077   0.077   0.039
  49.005    1.001     0.029   0.082   0.058   0.067   0.095     0.039   0.068   0.094   0.077   0.038     0.067   0.094   0.077   0.078   0.039
