 Substance:BZO200d       2023/12/04 18:04:51                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: I(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
   3.495    0.030    -0.009  -0.015  -0.017   0.015   0.009    -0.016   0.011   0.016   0.013  -0.008     0.006  -0.009   0.015   0.027  -0.007
   3.519    0.028    -0.015   0.021  -0.033   0.019   0.001    -0.023   0.018   0.003   0.020  -0.013     0.015  -0.021   0.020   0.033  -0.017
   3.542    0.106     0.021   0.086   0.036  -0.007  -0.018     0.024  -0.006  -0.023  -0.011   0.034    -0.006  -0.040  -0.012  -0.000   0.027
   3.566    0.242     0.094   0.250   0.184  -0.060  -0.077     0.120  -0.058  -0.088  -0.077   0.129    -0.056  -0.094  -0.077  -0.068   0.120
   3.589    0.418     0.195   0.526   0.393  -0.134  -0.179     0.253  -0.133  -0.196  -0.169   0.258    -0.129  -0.189  -0.167  -0.162   0.251
   3.613    0.602     0.307   0.859   0.624  -0.216  -0.306     0.401  -0.218  -0.326  -0.269   0.401    -0.211  -0.307  -0.267  -0.266   0.396
   3.636    0.757     0.403   1.151   0.825  -0.286  -0.420     0.528  -0.292  -0.439  -0.355   0.523    -0.284  -0.413  -0.352  -0.354   0.522
   3.660    0.840     0.456   1.309   0.938  -0.325  -0.484     0.599  -0.334  -0.501  -0.401   0.590    -0.327  -0.471  -0.398  -0.402   0.593
   3.683    0.822     0.449   1.280   0.925  -0.321  -0.478     0.591  -0.331  -0.492  -0.393   0.579    -0.325  -0.464  -0.391  -0.395   0.586
   3.706    0.706     0.384   1.079   0.790  -0.274  -0.406     0.506  -0.282  -0.417  -0.334   0.495    -0.278  -0.393  -0.333  -0.334   0.503
   3.730    0.524     0.280   0.772   0.574  -0.199  -0.292     0.370  -0.204  -0.303  -0.241   0.361    -0.202  -0.282  -0.241  -0.239   0.370
   3.753    0.329     0.169   0.450   0.340  -0.117  -0.171     0.223  -0.118  -0.184  -0.142   0.218    -0.118  -0.165  -0.144  -0.137   0.226
   3.777    0.172     0.079   0.190   0.149  -0.050  -0.072     0.103  -0.047  -0.089  -0.060   0.101    -0.050  -0.069  -0.065  -0.056   0.108
   3.800    0.082     0.025   0.031   0.032  -0.007  -0.011     0.029  -0.003  -0.031  -0.010   0.031    -0.007  -0.007  -0.017  -0.008   0.036
   3.824    0.053     0.005  -0.033  -0.012   0.011   0.014     0.000   0.015  -0.008   0.011   0.004     0.009   0.020   0.001   0.009   0.008
   3.847    0.056     0.007  -0.034  -0.010   0.014   0.013     0.002   0.014  -0.008   0.011   0.004     0.007   0.022  -0.000   0.005   0.008
   3.871    0.058     0.014  -0.014   0.007   0.011   0.001     0.013   0.006  -0.015   0.005   0.014    -0.002   0.013  -0.007  -0.006   0.017
   3.894    0.044     0.018  -0.000   0.018   0.008  -0.009     0.021  -0.002  -0.019  -0.001   0.021    -0.010   0.003  -0.012  -0.014   0.023
   3.918    0.027     0.017   0.000   0.017   0.007  -0.012     0.023  -0.005  -0.017  -0.002   0.021    -0.015  -0.003  -0.011  -0.015   0.021
   3.941    0.029     0.013  -0.006   0.010   0.009  -0.006     0.021  -0.003  -0.009   0.002   0.019    -0.015  -0.004  -0.006  -0.010   0.017
   3.965    0.061     0.011  -0.010   0.005   0.010   0.003     0.019   0.001   0.000   0.007   0.018    -0.012  -0.004   0.000  -0.003   0.014
   3.988    0.098     0.011  -0.007   0.003   0.009   0.012     0.019   0.005   0.006   0.012   0.019    -0.009  -0.004   0.005   0.003   0.014
   4.011    0.096     0.012  -0.001   0.001   0.004   0.013     0.020   0.005   0.005   0.011   0.020    -0.008  -0.009   0.004   0.005   0.014
   4.035    0.024     0.010  -0.002  -0.003  -0.005   0.006     0.018  -0.001  -0.003   0.005   0.017    -0.009  -0.019  -0.003   0.002   0.012
   4.058   -0.077     0.008  -0.008  -0.009  -0.016  -0.005     0.015  -0.010  -0.013  -0.005   0.013    -0.012  -0.028  -0.011  -0.004   0.009
   4.082   -0.076     0.008  -0.011  -0.009  -0.019  -0.007     0.016  -0.012  -0.011  -0.007   0.013    -0.009  -0.023  -0.011  -0.004   0.009
   4.105    0.211     0.017   0.011   0.010  -0.001   0.018     0.028   0.005   0.019   0.011   0.023     0.013   0.011   0.011   0.016   0.019
   4.129    0.936     0.038   0.073   0.055   0.047   0.084     0.057   0.051   0.089   0.063   0.051     0.062   0.086   0.067   0.067   0.046
   4.152    2.108     0.071   0.178   0.127   0.126   0.192     0.102   0.129   0.202   0.148   0.095     0.139   0.202   0.157   0.150   0.089
   4.176    3.537     0.112   0.306   0.215   0.223   0.325     0.156   0.225   0.338   0.254   0.149     0.232   0.340   0.265   0.251   0.143
   4.199    4.869     0.151   0.421   0.299   0.314   0.452     0.207   0.315   0.468   0.352   0.200     0.317   0.470   0.364   0.345   0.194
   4.223    5.713     0.177   0.487   0.355   0.371   0.536     0.240   0.372   0.552   0.414   0.233     0.369   0.553   0.423   0.402   0.229
   4.246    5.800     0.180   0.486   0.365   0.379   0.548     0.243   0.379   0.563   0.420   0.237     0.372   0.563   0.426   0.406   0.235
   4.269    5.101     0.159   0.425   0.322   0.336   0.482     0.212   0.334   0.495   0.371   0.208     0.326   0.494   0.372   0.355   0.209
   4.293    3.841     0.118   0.330   0.236   0.259   0.359     0.155   0.254   0.368   0.284   0.154     0.248   0.368   0.282   0.269   0.157
   4.316    2.406     0.071   0.226   0.138   0.170   0.217     0.090   0.163   0.222   0.185   0.092     0.159   0.223   0.181   0.171   0.097
   4.340    1.186     0.037   0.120   0.066   0.087   0.102     0.043   0.078   0.101   0.094   0.047     0.079   0.105   0.089   0.084   0.053
   4.363    0.431     0.033  -0.005   0.059   0.017   0.047     0.036   0.008   0.042   0.018   0.043     0.013   0.047   0.015   0.012   0.048
   4.387    0.191     0.070  -0.177   0.137  -0.046   0.065     0.082  -0.053   0.057  -0.049   0.092    -0.045   0.064  -0.050  -0.050   0.096
   4.410    0.338     0.144  -0.405   0.294  -0.111   0.143     0.179  -0.113   0.134  -0.117   0.189    -0.104   0.141  -0.115  -0.112   0.192
   4.434    0.661     0.238  -0.665   0.494  -0.179   0.251     0.302  -0.177   0.243  -0.189   0.312    -0.166   0.248  -0.186  -0.179   0.314
   4.457    0.958     0.325  -0.900   0.680  -0.242   0.349     0.418  -0.237   0.344  -0.256   0.426    -0.225   0.346  -0.253  -0.243   0.427
   4.481    1.107     0.377  -1.044   0.795  -0.284   0.405     0.489  -0.278   0.404  -0.302   0.495    -0.264   0.403  -0.300  -0.286   0.496
   4.504    1.078     0.378  -1.053   0.801  -0.290   0.404     0.494  -0.283   0.407  -0.308   0.496    -0.268   0.404  -0.309  -0.292   0.499
   4.528    0.908     0.327  -0.928   0.693  -0.253   0.350     0.431  -0.248   0.355  -0.270   0.429    -0.233   0.351  -0.273  -0.256   0.433
   4.551    0.665     0.240  -0.709   0.508  -0.185   0.262     0.320  -0.181   0.268  -0.200   0.316    -0.169   0.264  -0.203  -0.187   0.321
   4.574    0.421     0.147  -0.451   0.306  -0.110   0.163     0.200  -0.106   0.168  -0.121   0.196    -0.097   0.164  -0.124  -0.111   0.199
   4.598    0.235     0.078  -0.199   0.152  -0.054   0.068     0.110  -0.049   0.072  -0.062   0.106    -0.046   0.069  -0.064  -0.054   0.108
   4.621    0.141     0.054   0.028   0.094  -0.036  -0.016     0.076  -0.029  -0.011  -0.042   0.075    -0.032  -0.016  -0.043  -0.036   0.075
   4.645    0.150     0.079   0.233   0.141  -0.058  -0.093     0.106  -0.049  -0.087  -0.062   0.107    -0.057  -0.094  -0.064  -0.058   0.105
   4.668    0.242     0.139   0.422   0.267  -0.107  -0.168     0.183  -0.096  -0.160  -0.109   0.186    -0.108  -0.169  -0.113  -0.107   0.182
   4.692    0.374     0.211   0.587   0.419  -0.161  -0.238     0.274  -0.149  -0.229  -0.162   0.278    -0.164  -0.240  -0.166  -0.161   0.274
   4.715    0.488     0.264   0.704   0.538  -0.199  -0.290     0.344  -0.188  -0.281  -0.199   0.349    -0.204  -0.291  -0.205  -0.199   0.345
   4.739    0.533     0.281   0.744   0.581  -0.212  -0.304     0.367  -0.202  -0.299  -0.212   0.372    -0.217  -0.306  -0.217  -0.210   0.368
   4.762    0.488     0.255   0.696   0.534  -0.199  -0.272     0.336  -0.192  -0.270  -0.199   0.340    -0.204  -0.274  -0.204  -0.197   0.337
   4.786    0.375     0.197   0.568   0.419  -0.165  -0.201     0.263  -0.162  -0.204  -0.167   0.268    -0.169  -0.203  -0.170  -0.164   0.266
   4.809    0.263     0.131   0.386   0.281  -0.114  -0.124     0.177  -0.115  -0.129  -0.116   0.182    -0.118  -0.126  -0.119  -0.114   0.181
   4.832    0.245     0.081   0.181   0.172  -0.045  -0.084     0.111  -0.048  -0.090  -0.042   0.115    -0.047  -0.086  -0.046  -0.043   0.116
   4.856    0.400     0.066  -0.026   0.134   0.049  -0.119     0.089   0.045  -0.125   0.062   0.092     0.049  -0.122   0.057   0.057   0.094
   4.879    0.753     0.091  -0.226   0.176   0.170  -0.241     0.118   0.165  -0.245   0.197   0.119     0.171  -0.245   0.192   0.188   0.122
   4.903    1.248     0.145  -0.410   0.278   0.307  -0.423     0.184   0.302  -0.424   0.352   0.183     0.308  -0.428   0.347   0.340   0.187
   4.926    1.753     0.207  -0.564   0.398   0.434  -0.612     0.261   0.431  -0.610   0.496   0.257     0.435  -0.617   0.493   0.483   0.261
   4.950    2.103     0.251  -0.664   0.486   0.519  -0.746     0.318   0.519  -0.741   0.593   0.312     0.521  -0.752   0.592   0.580   0.316
   4.973    2.168     0.263  -0.687   0.509   0.537  -0.782     0.333   0.539  -0.775   0.612   0.326     0.538  -0.789   0.614   0.602   0.328
   4.997    1.918     0.237  -0.625   0.457   0.480  -0.711     0.303   0.484  -0.701   0.547   0.294     0.483  -0.718   0.552   0.541   0.295
   5.020    1.453     0.184  -0.489   0.352   0.368  -0.557     0.239   0.372  -0.544   0.420   0.230     0.371  -0.564   0.426   0.416   0.229
   5.044    0.971     0.124  -0.313   0.231   0.238  -0.364     0.165   0.241  -0.351   0.273   0.156     0.242  -0.371   0.279   0.269   0.153
   5.067    0.689     0.075  -0.136   0.131   0.130  -0.175     0.105   0.130  -0.163   0.151   0.095     0.134  -0.181   0.156   0.147   0.091
   5.091    0.746     0.049   0.011   0.077   0.072  -0.018     0.072   0.069  -0.011   0.085   0.063     0.076  -0.023   0.088   0.079   0.058
   5.114    1.139     0.047   0.113   0.072   0.067   0.098     0.070   0.060   0.099   0.078   0.062     0.070   0.093   0.081   0.071   0.058
   5.137    1.719     0.062   0.173   0.102   0.099   0.176     0.088   0.089   0.169   0.111   0.082     0.101   0.171   0.115   0.104   0.079
   5.161    2.256     0.080   0.205   0.139   0.140   0.221     0.110   0.128   0.208   0.154   0.106     0.140   0.216   0.159   0.148   0.105
   5.184    2.536     0.089   0.219   0.161   0.166   0.235     0.122   0.153   0.218   0.180   0.119     0.164   0.229   0.186   0.176   0.120
   5.208    2.454     0.084   0.217   0.155   0.165   0.219     0.116   0.153   0.203   0.177   0.114     0.162   0.214   0.184   0.174   0.117
   5.231    2.047     0.068   0.193   0.127   0.138   0.180     0.095   0.129   0.168   0.145   0.095     0.135   0.175   0.153   0.145   0.099
   5.255    1.470     0.052   0.135   0.098   0.094   0.132     0.074   0.089   0.126   0.096   0.075     0.092   0.128   0.104   0.096   0.079
   5.278    0.916     0.048   0.037   0.093   0.043   0.092     0.067   0.042   0.094   0.039   0.070     0.041   0.091   0.045   0.040   0.074
   5.302    0.533     0.065  -0.097   0.132  -0.010   0.078     0.088  -0.006   0.084  -0.020   0.092    -0.010   0.078  -0.016  -0.019   0.095
   5.325    0.376     0.104  -0.249   0.213  -0.061   0.093     0.135  -0.053   0.102  -0.077   0.141    -0.059   0.095  -0.075  -0.077   0.143
   5.349    0.399     0.154  -0.397   0.316  -0.104   0.130     0.198  -0.095   0.139  -0.128   0.204    -0.102   0.134  -0.128  -0.127   0.204
   5.372    0.501     0.197  -0.513   0.403  -0.134   0.173     0.251  -0.125   0.178  -0.164   0.258    -0.130   0.177  -0.165  -0.161   0.256
   5.396    0.579     0.215  -0.576   0.439  -0.143   0.203     0.275  -0.137   0.203  -0.176   0.281    -0.138   0.205  -0.178  -0.172   0.278
   5.419    0.577     0.202  -0.571   0.411  -0.130   0.207     0.260  -0.127   0.201  -0.161   0.265    -0.124   0.206  -0.165  -0.157   0.261
   5.442    0.500     0.166  -0.487   0.336  -0.102   0.179     0.217  -0.104   0.169  -0.128   0.219    -0.096   0.173  -0.134  -0.125   0.216
   5.466    0.401     0.130  -0.322   0.260  -0.076   0.118     0.172  -0.081   0.107  -0.094   0.172    -0.069   0.109  -0.101  -0.093   0.171
   5.489    0.341     0.118  -0.081   0.235  -0.070   0.027     0.156  -0.075   0.017  -0.081   0.155    -0.061   0.017  -0.089  -0.081   0.155
   5.513    0.361     0.146   0.217   0.293  -0.093  -0.086     0.190  -0.098  -0.091  -0.102   0.188    -0.085  -0.094  -0.110  -0.104   0.190
   5.536    0.458     0.210   0.535   0.428  -0.143  -0.206     0.270  -0.147  -0.206  -0.156   0.268    -0.138  -0.211  -0.162  -0.159   0.272
   5.560    0.594     0.291   0.818   0.598  -0.205  -0.313     0.372  -0.206  -0.308  -0.225   0.370    -0.204  -0.314  -0.228  -0.227   0.374
   5.583    0.708     0.357   1.008   0.737  -0.255  -0.386     0.455  -0.253  -0.377  -0.283   0.454    -0.259  -0.383  -0.282  -0.285   0.458
   5.607    0.752     0.382   1.063   0.790  -0.273  -0.407     0.487  -0.270  -0.395  -0.307   0.488    -0.282  -0.402  -0.303  -0.308   0.490
   5.630    0.705     0.355   0.972   0.734  -0.252  -0.373     0.455  -0.248  -0.359  -0.288   0.456    -0.266  -0.369  -0.282  -0.288   0.457
   5.654    0.582     0.285   0.769   0.588  -0.199  -0.296     0.368  -0.195  -0.281  -0.231   0.370    -0.214  -0.293  -0.224  -0.231   0.369
   5.677    0.427     0.194   0.513   0.398  -0.131  -0.199     0.255  -0.128  -0.183  -0.156   0.257    -0.145  -0.197  -0.150  -0.155   0.255
   5.700    0.288     0.109   0.272   0.220  -0.066  -0.109     0.149  -0.065  -0.092  -0.085   0.151    -0.078  -0.106  -0.079  -0.082   0.149
   5.724    0.195     0.048   0.096   0.093  -0.020  -0.043     0.073  -0.020  -0.025  -0.032   0.074    -0.028  -0.037  -0.028  -0.028   0.073
   5.747    0.151     0.017   0.001   0.028   0.003  -0.008     0.034   0.002   0.010  -0.005   0.035    -0.001   0.002  -0.003   0.002   0.034
   5.771    0.136     0.009  -0.027   0.011   0.008   0.001     0.024   0.005   0.019   0.000   0.024     0.007   0.016   0.002   0.010   0.025
   5.794    0.125     0.013  -0.017   0.018   0.003  -0.004     0.028  -0.001   0.012  -0.006   0.028     0.004   0.014  -0.004   0.007   0.030
   5.818    0.112     0.019   0.001   0.026  -0.002  -0.013     0.034  -0.007   0.002  -0.014   0.033    -0.000   0.007  -0.011   0.002   0.036
   5.841    0.122     0.021   0.013   0.027  -0.001  -0.015     0.037  -0.008  -0.001  -0.016   0.034    -0.000   0.005  -0.012   0.001   0.038
   5.865    0.198     0.023   0.019   0.026   0.006  -0.005     0.038  -0.001   0.007  -0.010   0.034     0.006   0.013  -0.004   0.008   0.038
   5.888    0.377     0.028   0.025   0.032   0.019   0.017     0.043   0.014   0.029   0.005   0.038     0.019   0.034   0.011   0.022   0.041
   5.912    0.659     0.037   0.039   0.050   0.037   0.049     0.055   0.033   0.059   0.025   0.049     0.036   0.064   0.033   0.041   0.051
   5.935    0.991     0.049   0.065   0.073   0.055   0.084     0.070   0.055   0.091   0.049   0.063     0.055   0.095   0.058   0.064   0.065
   5.959    1.282     0.057   0.097   0.091   0.073   0.111     0.080   0.076   0.115   0.073   0.075     0.073   0.118   0.082   0.085   0.076
   5.982    1.440     0.057   0.125   0.093   0.086   0.124     0.082   0.091   0.123   0.091   0.078     0.085   0.126   0.099   0.101   0.077
   6.005    1.419     0.052   0.134   0.082   0.088   0.121     0.075   0.094   0.116   0.097   0.073     0.087   0.119   0.104   0.104   0.072
   6.029    1.242     0.049   0.104   0.075   0.074   0.110     0.071   0.080   0.103   0.084   0.071     0.072   0.104   0.089   0.087   0.068
   6.052    0.994     0.060   0.017   0.100   0.040   0.105     0.086   0.044   0.096   0.047   0.085     0.037   0.098   0.049   0.047   0.083
   6.076    0.781     0.096  -0.136   0.176  -0.014   0.120     0.130  -0.011   0.111  -0.013   0.129    -0.018   0.114  -0.014  -0.015   0.127
   6.099    0.680     0.155  -0.343   0.303  -0.079   0.162     0.202  -0.079   0.153  -0.085   0.201    -0.085   0.158  -0.091  -0.091   0.199
   6.123    0.699     0.224  -0.568   0.453  -0.143   0.222     0.287  -0.144   0.213  -0.156   0.286    -0.150   0.221  -0.166  -0.165   0.284
   6.146    0.783     0.282  -0.758   0.580  -0.192   0.283     0.359  -0.193   0.274  -0.208   0.358    -0.200   0.285  -0.222  -0.221   0.356
   6.170    0.850     0.309  -0.862   0.643  -0.214   0.322     0.393  -0.215   0.312  -0.231   0.393    -0.222   0.324  -0.247  -0.246   0.391
   6.193    0.838     0.299  -0.840   0.624  -0.206   0.317     0.381  -0.207   0.307  -0.223   0.382    -0.214   0.318  -0.239  -0.238   0.379
   6.217    0.743     0.258  -0.686   0.541  -0.177   0.263     0.332  -0.178   0.252  -0.191   0.333    -0.185   0.261  -0.206  -0.206   0.330
   6.240    0.612     0.210  -0.428   0.440  -0.141   0.167     0.273  -0.142   0.156  -0.153   0.274    -0.147   0.161  -0.165  -0.165   0.272
   6.263    0.510     0.176  -0.115   0.367  -0.113   0.049     0.231  -0.115   0.039  -0.126   0.233    -0.118   0.040  -0.135  -0.135   0.230
   6.287    0.473     0.169   0.191   0.351  -0.104  -0.064     0.221  -0.106  -0.073  -0.121   0.224    -0.107  -0.076  -0.127  -0.127   0.222
   6.310    0.493     0.185   0.438   0.383  -0.115  -0.150     0.239  -0.117  -0.158  -0.137   0.243    -0.116  -0.162  -0.141  -0.142   0.242
   6.334    0.527     0.208   0.588   0.430  -0.136  -0.194     0.265  -0.137  -0.202  -0.163   0.270    -0.134  -0.207  -0.165  -0.167   0.270
   6.357    0.535     0.220   0.627   0.451  -0.149  -0.200     0.277  -0.150  -0.207  -0.179   0.283    -0.147  -0.213  -0.180  -0.183   0.284
   6.381    0.521     0.211   0.559   0.427  -0.138  -0.182     0.263  -0.138  -0.189  -0.166   0.270    -0.135  -0.194  -0.166  -0.170   0.271
   6.404    0.527     0.184   0.407   0.367  -0.092  -0.167     0.230  -0.092  -0.173  -0.113   0.235    -0.089  -0.177  -0.113  -0.117   0.236
   6.428    0.603     0.154   0.203   0.301  -0.013  -0.175     0.194  -0.013  -0.180  -0.022   0.197    -0.010  -0.183  -0.022  -0.024   0.198
   6.451    0.757     0.132  -0.014   0.258   0.086  -0.220     0.172   0.085  -0.222   0.091   0.172     0.089  -0.224   0.090   0.090   0.173
   6.475    0.944     0.127  -0.208   0.252   0.182  -0.293     0.170   0.180  -0.293   0.200   0.168     0.186  -0.295   0.199   0.201   0.168
   6.498    1.083     0.133  -0.345   0.269   0.253  -0.372     0.182   0.250  -0.371   0.280   0.178     0.258  -0.371   0.279   0.282   0.179
   6.522    1.126     0.139  -0.408   0.286   0.283  -0.424     0.194   0.281  -0.421   0.316   0.188     0.291  -0.421   0.315   0.318   0.190
   6.545    1.111     0.138  -0.393   0.283   0.273  -0.417     0.194   0.273  -0.415   0.309   0.189     0.285  -0.413   0.308   0.309   0.190
   6.568    1.165     0.129  -0.307   0.259   0.240  -0.337     0.181   0.241  -0.337   0.273   0.178     0.253  -0.333   0.275   0.271   0.179
   6.592    1.438     0.117  -0.171   0.230   0.205  -0.189     0.165   0.207  -0.192   0.236   0.163     0.218  -0.186   0.239   0.232   0.164
   6.615    2.007     0.112  -0.008   0.214   0.189  -0.003     0.156   0.192  -0.009   0.219   0.155     0.200  -0.002   0.223   0.213   0.156
   6.639    2.798     0.117   0.154   0.221   0.201   0.179     0.158   0.203   0.170   0.230   0.158     0.208   0.180   0.234   0.225   0.160
   6.662    3.592     0.126   0.287   0.243   0.232   0.320     0.168   0.233   0.307   0.262   0.168     0.234   0.320   0.265   0.257   0.170
   6.686    4.114     0.133   0.367   0.263   0.262   0.393     0.177   0.261   0.379   0.292   0.176     0.258   0.393   0.293   0.288   0.178
   6.709    4.165     0.135   0.373   0.271   0.266   0.399     0.179   0.264   0.384   0.296   0.178     0.258   0.398   0.294   0.292   0.179
   6.733    3.718     0.133   0.293   0.271   0.229   0.357     0.177   0.228   0.343   0.256   0.176     0.219   0.356   0.252   0.253   0.176
   6.756    2.931     0.137   0.131   0.282   0.151   0.298     0.182   0.150   0.288   0.174   0.181     0.142   0.298   0.169   0.171   0.179
   6.780    2.066     0.155  -0.090   0.318   0.047   0.253     0.202   0.048   0.247   0.066   0.201     0.040   0.254   0.061   0.063   0.199
   6.803    1.360     0.186  -0.329   0.383  -0.056   0.236     0.239  -0.055   0.234  -0.040   0.238    -0.061   0.238  -0.045  -0.044   0.236
   6.826    0.934     0.222  -0.536   0.456  -0.137   0.244     0.280  -0.135   0.246  -0.122   0.281    -0.140   0.248  -0.126  -0.126   0.280
   6.850    0.764     0.247  -0.663   0.507  -0.181   0.259     0.310  -0.178   0.262  -0.166   0.311    -0.182   0.264  -0.169  -0.169   0.312
   6.873    0.736     0.252  -0.677   0.513  -0.188   0.257     0.314  -0.184   0.261  -0.173   0.315    -0.188   0.264  -0.174  -0.174   0.318
   6.897    0.727     0.232  -0.576   0.470  -0.168   0.222     0.290  -0.163   0.227  -0.154   0.291    -0.166   0.231  -0.154  -0.153   0.296
   6.920    0.669     0.197  -0.384   0.397  -0.137   0.153     0.249  -0.131   0.159  -0.125   0.250    -0.135   0.165  -0.124  -0.121   0.256
   6.944    0.565     0.162  -0.150   0.322  -0.109   0.063     0.208  -0.103   0.071  -0.100   0.209    -0.106   0.077  -0.098  -0.095   0.213
   6.967    0.454     0.138   0.073   0.271  -0.093  -0.027     0.181  -0.086  -0.016  -0.087   0.180    -0.088  -0.011  -0.084  -0.080   0.183
   6.991    0.377     0.128   0.239   0.250  -0.087  -0.096     0.170  -0.081  -0.083  -0.083   0.169    -0.081  -0.078  -0.081  -0.077   0.170
   7.014    0.350     0.127   0.325   0.247  -0.087  -0.133     0.170  -0.080  -0.119  -0.084   0.167    -0.079  -0.114  -0.081  -0.078   0.167
   7.038    0.358     0.126   0.333   0.243  -0.084  -0.135     0.170  -0.078  -0.122  -0.080   0.165    -0.074  -0.116  -0.078  -0.075   0.164
   7.061    0.375     0.118   0.283   0.223  -0.073  -0.112     0.159  -0.068  -0.100  -0.068   0.152    -0.063  -0.094  -0.067  -0.065   0.152
   7.085    0.375     0.099   0.204   0.181  -0.055  -0.077     0.136  -0.051  -0.067  -0.049   0.128    -0.045  -0.062  -0.048  -0.048   0.129
   7.108    0.336     0.075   0.123   0.127  -0.035  -0.043     0.105  -0.033  -0.037  -0.029   0.098    -0.026  -0.033  -0.027  -0.028   0.099
   7.131    0.260     0.050   0.057   0.073  -0.018  -0.020     0.074  -0.018  -0.016  -0.014   0.068    -0.011  -0.015  -0.010  -0.012   0.071
   7.155    0.174     0.032   0.014   0.033  -0.008  -0.007     0.051  -0.010  -0.007  -0.005   0.047    -0.003  -0.009  -0.000  -0.003   0.050
   7.178    0.143     0.023  -0.005   0.016  -0.003   0.001     0.041  -0.006  -0.002  -0.002   0.039     0.000  -0.008   0.004   0.002   0.042
   7.202    0.261     0.026   0.002   0.024   0.006   0.017     0.045   0.001   0.010   0.006   0.045     0.007   0.002   0.013   0.011   0.046
   7.225    0.611     0.039   0.034   0.054   0.026   0.052     0.062   0.022   0.042   0.028   0.063     0.027   0.034   0.034   0.033   0.063
   7.249    1.212     0.060   0.089   0.099   0.063   0.110     0.087   0.060   0.098   0.068   0.089     0.065   0.090   0.075   0.073   0.087
   7.272    1.984     0.082   0.159   0.150   0.115   0.185     0.114   0.112   0.172   0.124   0.117     0.116   0.166   0.130   0.129   0.114
   7.296    2.751     0.102   0.230   0.194   0.169   0.260     0.138   0.166   0.247   0.182   0.140     0.169   0.242   0.188   0.186   0.138
