 Substance:BZO200d       2023/12/04 18:04:51                     
 Input files: ./data/bzo200d_n0001.dat to ./data/bzo200d_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     450000000 cell pairs, j_rand           5
 Supercell size:          32          32          32
 Unit cell parameter:   4.19393730       4.19393730       4.19393730    
 Atoms/unit_cell:           5
 Atoms  :    Ba      Zr      O1      O2      O3  
 Atom no.        1       2       3       4       5
 Occups:   0.2000  0.2000  0.2000  0.2000  0.2000
 Weights: Neutron          0.5070  0.7160  0.5803  0.5803  0.5803
 Masks	:        1       1       1       1       1
 Smoothing FWHM [Å-1]   9.38349068E-02

 Output: I(Q)
 Partials index        1  1    1  2    2  2    1  3    2  3      3  3    1  4    2  4    3  4    4  4      1  5    2  5    3  5    4  5    5  5
   Q [A-1]   Total       Ba_Ba   Ba_Zr   Zr_Zr   Ba_O1   Zr_O1     O1_O1   Ba_O2   Zr_O2   O1_O2   O2_O2     Ba_O3   Zr_O3   O1_O3   O2_O3   O3_O3
  34.344    0.997     0.144  -0.003   0.285  -0.000   0.001     0.189   0.002   0.001   0.000   0.188    -0.001   0.000   0.000   0.001   0.189
  34.367    0.996     0.144  -0.002   0.284  -0.000   0.001     0.189   0.002   0.001   0.000   0.188    -0.001  -0.000   0.000   0.000   0.189
  34.390    0.995     0.144  -0.001   0.284  -0.001   0.000     0.189   0.002   0.001   0.000   0.188    -0.001  -0.000   0.000   0.000   0.189
  34.414    0.995     0.144  -0.001   0.285  -0.001  -0.000     0.189   0.002   0.000   0.001   0.188    -0.001  -0.001   0.000   0.000   0.189
  34.437    0.996     0.144  -0.000   0.287  -0.001  -0.001     0.189   0.001   0.000   0.001   0.189    -0.001  -0.001   0.000   0.000   0.189
  34.461    0.997     0.144  -0.000   0.289  -0.001  -0.002     0.189   0.001  -0.000   0.001   0.189    -0.001  -0.001   0.000   0.000   0.189
  34.484    0.999     0.144  -0.001   0.290  -0.000  -0.003     0.189   0.001  -0.001   0.001   0.189    -0.001  -0.002   0.000   0.001   0.190
  34.508    0.999     0.144  -0.001   0.291   0.000  -0.003     0.189   0.000  -0.001   0.001   0.190    -0.000  -0.002   0.000   0.001   0.190
  34.531    1.000     0.144  -0.001   0.291   0.001  -0.003     0.189   0.000  -0.001   0.001   0.190    -0.000  -0.002   0.001   0.001   0.190
  34.555    1.001     0.144  -0.000   0.289   0.001  -0.002     0.190  -0.000  -0.001   0.000   0.190     0.000  -0.002   0.001   0.001   0.190
  34.578    1.003     0.144   0.001   0.288   0.001  -0.001     0.190  -0.001  -0.000   0.000   0.190     0.000  -0.001   0.001   0.000   0.190
  34.602    1.005     0.144   0.002   0.286   0.002   0.001     0.190  -0.001   0.001   0.000   0.190     0.000  -0.000   0.001   0.000   0.190
  34.625    1.008     0.144   0.003   0.286   0.002   0.002     0.191  -0.001   0.002  -0.000   0.190     0.000   0.000   0.001  -0.000   0.190
  34.649    1.009     0.144   0.004   0.285   0.002   0.003     0.191  -0.001   0.002  -0.000   0.190    -0.000   0.001   0.000  -0.001   0.190
  34.672    1.009     0.144   0.003   0.286   0.001   0.002     0.191  -0.000   0.002  -0.000   0.190    -0.000   0.000   0.000  -0.001   0.189
  34.695    1.006     0.145   0.003   0.286   0.001   0.001     0.191  -0.000   0.001  -0.000   0.190    -0.000  -0.000   0.001  -0.001   0.189
  34.719    1.001     0.145   0.001   0.286   0.001  -0.000     0.191   0.000  -0.000  -0.000   0.190    -0.000  -0.001   0.001  -0.001   0.189
  34.742    0.995     0.145  -0.000   0.286   0.000  -0.002     0.190   0.001  -0.002   0.000   0.189    -0.000  -0.003   0.001  -0.001   0.189
  34.766    0.990     0.145  -0.001   0.286   0.000  -0.003     0.190   0.001  -0.003   0.000   0.189     0.000  -0.004   0.000  -0.001   0.189
  34.789    0.987     0.145  -0.001   0.285  -0.000  -0.004     0.190   0.001  -0.004   0.001   0.189     0.000  -0.004   0.000  -0.000   0.189
  34.813    0.986     0.145  -0.001   0.285  -0.000  -0.004     0.189   0.001  -0.004   0.001   0.189     0.001  -0.004  -0.000   0.000   0.189
  34.836    0.988     0.145  -0.000   0.285  -0.000  -0.004     0.190   0.001  -0.004   0.001   0.189     0.001  -0.004  -0.000   0.000   0.189
  34.860    0.992     0.144   0.001   0.286  -0.000  -0.003     0.190   0.000  -0.003   0.001   0.189     0.001  -0.003  -0.000   0.001   0.190
  34.883    0.997     0.144   0.001   0.287  -0.001  -0.002     0.190  -0.001  -0.002   0.001   0.189     0.001  -0.002  -0.000   0.001   0.190
  34.907    1.001     0.144   0.001   0.289  -0.001  -0.001     0.190  -0.001  -0.002   0.001   0.189     0.000  -0.002   0.000   0.001   0.190
  34.930    1.005     0.144   0.001   0.291  -0.001   0.000     0.190  -0.001  -0.001   0.001   0.190     0.000  -0.001   0.000   0.001   0.190
  34.954    1.007     0.144  -0.000   0.293  -0.001   0.000     0.190  -0.001  -0.001   0.001   0.190     0.001  -0.000   0.000   0.001   0.190
  34.977    1.008     0.144  -0.001   0.294  -0.000   0.000     0.190  -0.001  -0.001   0.001   0.190     0.001   0.000  -0.000   0.001   0.190
  35.000    1.009     0.144  -0.001   0.295   0.000  -0.000     0.190  -0.001  -0.001   0.001   0.191     0.001   0.001  -0.000   0.001   0.190
  35.024    1.009     0.144  -0.001   0.295   0.000  -0.001     0.190  -0.001  -0.001   0.001   0.190     0.001   0.001  -0.000   0.000   0.190
  35.047    1.009     0.145  -0.001   0.294   0.000  -0.001     0.189  -0.001  -0.001   0.002   0.190     0.002   0.000  -0.000   0.000   0.190
  35.071    1.008     0.145  -0.001   0.293   0.000  -0.001     0.189  -0.000  -0.000   0.002   0.190     0.002   0.000  -0.000  -0.000   0.190
  35.094    1.006     0.145   0.000   0.291   0.000  -0.001     0.189  -0.000   0.000   0.001   0.189     0.001   0.000   0.000  -0.000   0.190
  35.118    1.004     0.145   0.001   0.289  -0.000  -0.001     0.188  -0.000   0.000   0.001   0.189     0.001  -0.000   0.000  -0.000   0.191
  35.141    1.001     0.144   0.002   0.287  -0.000  -0.001     0.188   0.000   0.000   0.000   0.189     0.000   0.000   0.000  -0.000   0.191
  35.165    0.998     0.144   0.003   0.285  -0.001  -0.001     0.189   0.000  -0.000  -0.000   0.189     0.000   0.000   0.001  -0.000   0.190
  35.188    0.995     0.144   0.003   0.284  -0.001  -0.002     0.189   0.000  -0.001  -0.001   0.189    -0.000   0.000   0.000  -0.000   0.190
  35.212    0.993     0.144   0.003   0.284  -0.001  -0.003     0.189   0.000  -0.001  -0.001   0.189    -0.000   0.000   0.000  -0.001   0.190
  35.235    0.991     0.144   0.003   0.284  -0.000  -0.004     0.190  -0.000  -0.002  -0.001   0.190    -0.000  -0.000   0.000  -0.001   0.189
  35.258    0.990     0.144   0.002   0.285  -0.000  -0.004     0.190  -0.000  -0.002  -0.001   0.190    -0.000  -0.001   0.000  -0.001   0.189
  35.282    0.991     0.144   0.001   0.286   0.000  -0.004     0.190  -0.000  -0.001  -0.001   0.190    -0.000  -0.001   0.001  -0.001   0.189
  35.305    0.993     0.144   0.001   0.287   0.000  -0.004     0.190  -0.001  -0.000  -0.001   0.190     0.000  -0.001   0.001  -0.001   0.189
  35.329    0.996     0.144   0.001   0.287  -0.000  -0.003     0.190  -0.000   0.000  -0.001   0.189     0.000  -0.001   0.001  -0.001   0.189
  35.352    0.998     0.144   0.001   0.287  -0.000  -0.003     0.190  -0.000   0.001  -0.001   0.189     0.000  -0.001   0.001  -0.000   0.189
  35.376    0.999     0.144   0.001   0.287  -0.000  -0.002     0.190  -0.000   0.001  -0.001   0.189     0.000  -0.000   0.000   0.000   0.189
  35.399    0.998     0.144   0.001   0.286  -0.000  -0.002     0.190  -0.000   0.001  -0.001   0.189    -0.000  -0.000   0.000   0.000   0.189
  35.423    0.996     0.144   0.002   0.284  -0.000  -0.002     0.190  -0.000   0.001  -0.001   0.189    -0.000  -0.001  -0.000   0.000   0.189
  35.446    0.993     0.144   0.001   0.283   0.000  -0.002     0.190   0.000   0.000  -0.001   0.188    -0.000  -0.001  -0.001   0.000   0.189
  35.470    0.991     0.144   0.001   0.283   0.001  -0.002     0.190   0.000   0.000  -0.000   0.188    -0.000  -0.002  -0.001   0.000   0.189
  35.493    0.989     0.144   0.000   0.284   0.001  -0.003     0.190   0.001  -0.000  -0.001   0.188    -0.000  -0.002  -0.001   0.000   0.189
  35.517    0.989     0.144  -0.000   0.285   0.001  -0.004     0.189   0.001  -0.001  -0.001   0.188     0.000  -0.003  -0.001   0.000   0.189
  35.540    0.990     0.144  -0.000   0.286   0.001  -0.004     0.189   0.001  -0.001  -0.001   0.188     0.000  -0.003  -0.001   0.000   0.189
  35.563    0.992     0.144   0.000   0.288   0.001  -0.004     0.189   0.001  -0.001  -0.001   0.188     0.001  -0.003  -0.000   0.000   0.190
  35.587    0.994     0.144   0.001   0.289   0.001  -0.003     0.188   0.001  -0.002  -0.001   0.188     0.000  -0.002   0.000   0.000   0.190
  35.610    0.996     0.144   0.001   0.290   0.000  -0.003     0.188   0.000  -0.002  -0.001   0.188     0.000  -0.002   0.000   0.000   0.190
  35.634    0.998     0.144   0.002   0.290   0.000  -0.002     0.189   0.000  -0.001  -0.001   0.189     0.000  -0.001   0.000   0.000   0.190
  35.657    1.000     0.144   0.001   0.290   0.000  -0.001     0.189   0.000  -0.001  -0.000   0.189    -0.000  -0.000  -0.000   0.000   0.189
  35.681    1.000     0.144   0.001   0.289   0.000  -0.001     0.189  -0.000   0.000   0.000   0.189    -0.001  -0.000  -0.000   0.000   0.189
  35.704    1.000     0.144  -0.001   0.289   0.000  -0.000     0.189  -0.000   0.001   0.000   0.189    -0.001   0.000  -0.001  -0.000   0.189
  35.728    0.998     0.144  -0.002   0.289   0.000  -0.000     0.189  -0.000   0.001   0.000   0.189    -0.001  -0.000  -0.001  -0.000   0.189
  35.751    0.996     0.144  -0.002   0.289  -0.000  -0.000     0.189  -0.001   0.000   0.000   0.189    -0.001  -0.000  -0.001  -0.000   0.189
  35.775    0.993     0.144  -0.002   0.288  -0.000  -0.000     0.189  -0.001   0.000   0.000   0.189    -0.001  -0.001  -0.001  -0.000   0.189
  35.798    0.991     0.144  -0.002   0.287  -0.000   0.000     0.189  -0.001  -0.000  -0.000   0.189    -0.001  -0.001  -0.000  -0.001   0.188
  35.821    0.989     0.144  -0.002   0.285  -0.000   0.000     0.189  -0.001  -0.000  -0.000   0.189    -0.001  -0.001  -0.000  -0.001   0.188
  35.845    0.988     0.144  -0.001   0.283   0.000   0.001     0.189  -0.001  -0.000  -0.000   0.189    -0.000  -0.001  -0.000  -0.001   0.188
  35.868    0.988     0.144  -0.001   0.282   0.000   0.001     0.189  -0.001   0.000  -0.000   0.189    -0.000  -0.001  -0.000  -0.001   0.188
  35.892    0.987     0.144  -0.001   0.280   0.000   0.001     0.189  -0.000   0.000  -0.000   0.188    -0.000  -0.001  -0.000  -0.001   0.188
  35.915    0.987     0.144  -0.001   0.280  -0.000   0.001     0.189  -0.000   0.000  -0.000   0.188     0.000  -0.001  -0.000  -0.001   0.188
  35.939    0.987     0.144  -0.001   0.280  -0.000   0.000     0.189   0.000   0.000  -0.000   0.188     0.000  -0.001  -0.000  -0.001   0.189
  35.962    0.988     0.145  -0.001   0.281  -0.000  -0.000     0.189   0.000  -0.000  -0.000   0.188     0.000  -0.001  -0.000  -0.001   0.189
  35.986    0.990     0.145  -0.002   0.283  -0.000  -0.000     0.190   0.000  -0.001  -0.000   0.188     0.000  -0.001   0.000  -0.001   0.189
  36.009    0.992     0.145  -0.002   0.285  -0.001  -0.001     0.190   0.000  -0.001  -0.000   0.189     0.000  -0.002   0.000  -0.001   0.190
  36.033    0.995     0.145  -0.003   0.287  -0.001  -0.001     0.190   0.000  -0.001  -0.000   0.189     0.000  -0.002   0.001  -0.000   0.190
  36.056    0.998     0.145  -0.003   0.289  -0.001  -0.000     0.190   0.000  -0.000  -0.000   0.189     0.000  -0.001   0.001   0.000   0.190
  36.080    1.000     0.145  -0.003   0.290  -0.001  -0.000     0.190  -0.000   0.000  -0.001   0.189    -0.000  -0.001   0.000   0.000   0.190
  36.103    1.002     0.145  -0.002   0.291  -0.001  -0.000     0.190  -0.000   0.001  -0.001   0.189    -0.000  -0.000   0.000   0.001   0.190
  36.126    1.004     0.145  -0.001   0.291  -0.001   0.000     0.190  -0.000   0.001  -0.001   0.189    -0.000   0.001   0.000   0.001   0.190
  36.150    1.006     0.144  -0.000   0.291  -0.000   0.000     0.190  -0.000   0.001  -0.000   0.190    -0.001   0.002  -0.000   0.001   0.189
  36.173    1.008     0.144   0.000   0.291   0.000   0.001     0.190  -0.000   0.001  -0.000   0.190    -0.001   0.002  -0.000   0.001   0.189
  36.197    1.010     0.144   0.000   0.291   0.000   0.001     0.190  -0.000   0.000   0.000   0.190    -0.000   0.003  -0.000   0.000   0.189
  36.220    1.011     0.144   0.000   0.292   0.000   0.001     0.190  -0.000   0.000   0.001   0.191    -0.000   0.003  -0.000   0.000   0.189
  36.244    1.012     0.144  -0.000   0.292   0.001   0.001     0.190  -0.000  -0.000   0.001   0.191    -0.000   0.003  -0.000   0.000   0.190
  36.267    1.011     0.144  -0.001   0.292   0.001   0.001     0.190  -0.000  -0.000   0.001   0.191    -0.000   0.003  -0.000   0.000   0.190
  36.291    1.010     0.144  -0.002   0.292   0.001   0.002     0.190  -0.000   0.000   0.000   0.191    -0.000   0.002  -0.001   0.000   0.190
  36.314    1.009     0.144  -0.002   0.291   0.001   0.002     0.190  -0.000   0.000  -0.000   0.191    -0.000   0.002  -0.001   0.001   0.190
  36.338    1.008     0.144  -0.001   0.290   0.001   0.002     0.190   0.000   0.001  -0.000   0.191    -0.000   0.001  -0.001   0.001   0.190
  36.361    1.008     0.144  -0.001   0.289   0.001   0.002     0.190   0.000   0.001  -0.001   0.190    -0.000   0.001  -0.001   0.001   0.190
  36.384    1.008     0.144   0.000   0.288   0.001   0.003     0.190   0.000   0.001  -0.001   0.190    -0.000   0.001  -0.001   0.001   0.191
  36.408    1.007     0.144   0.001   0.288   0.000   0.003     0.190   0.000   0.001  -0.000   0.190    -0.000   0.001  -0.001   0.001   0.191
  36.431    1.007     0.144   0.001   0.288  -0.000   0.002     0.189   0.000   0.001  -0.000   0.190    -0.000   0.001  -0.001   0.000   0.190
  36.455    1.007     0.145   0.001   0.289  -0.000   0.002     0.189   0.000   0.000   0.000   0.190    -0.000   0.001  -0.001   0.000   0.190
  36.478    1.006     0.145   0.001   0.290  -0.001   0.001     0.189   0.000  -0.000   0.001   0.190     0.000   0.001  -0.000  -0.000   0.190
  36.502    1.006     0.145   0.001   0.291  -0.001   0.001     0.189  -0.000  -0.001   0.001   0.190     0.000   0.001   0.000  -0.000   0.190
  36.525    1.006     0.145   0.001   0.291  -0.001   0.000     0.189  -0.000  -0.001   0.001   0.190     0.000   0.000   0.001  -0.000   0.190
  36.549    1.005     0.145   0.001   0.290  -0.001  -0.000     0.189  -0.000  -0.001   0.001   0.189     0.001   0.000   0.001  -0.000   0.190
  36.572    1.004     0.145   0.001   0.289  -0.001  -0.000     0.190   0.000  -0.001   0.001   0.189     0.001   0.000   0.002   0.000   0.190
  36.596    1.003     0.144   0.001   0.287  -0.001  -0.000     0.190   0.000  -0.001   0.001   0.189     0.001   0.000   0.001   0.001   0.190
  36.619    1.003     0.144   0.001   0.285  -0.000   0.000     0.190   0.000   0.000   0.000   0.188     0.000   0.000   0.001   0.001   0.189
  36.643    1.003     0.144   0.001   0.284  -0.000   0.001     0.190   0.000   0.001   0.000   0.188     0.000   0.000   0.001   0.002   0.189
  36.666    1.004     0.144   0.001   0.285  -0.000   0.002     0.190   0.001   0.002  -0.000   0.189    -0.000   0.001   0.000   0.002   0.189
  36.689    1.006     0.144   0.001   0.285  -0.000   0.002     0.190   0.001   0.002  -0.000   0.189    -0.000   0.001   0.000   0.002   0.189
  36.713    1.007     0.144   0.001   0.286  -0.000   0.003     0.190   0.001   0.002  -0.001   0.189    -0.001   0.001   0.000   0.002   0.189
  36.736    1.007     0.144   0.001   0.287  -0.000   0.003     0.190   0.001   0.001  -0.001   0.189    -0.001   0.002   0.000   0.002   0.189
  36.760    1.006     0.145   0.000   0.288   0.000   0.003     0.190   0.001   0.001  -0.001   0.189    -0.001   0.002   0.000   0.001   0.189
  36.783    1.005     0.144   0.000   0.288   0.000   0.003     0.190   0.001   0.000  -0.001   0.188    -0.000   0.002   0.000   0.001   0.189
  36.807    1.003     0.144  -0.000   0.287   0.000   0.002     0.190   0.001   0.000  -0.001   0.188    -0.000   0.003   0.000   0.000   0.189
  36.830    1.001     0.144  -0.001   0.286   0.000   0.002     0.189   0.001   0.000  -0.000   0.188    -0.000   0.003   0.000  -0.000   0.189
  36.854    0.999     0.144  -0.001   0.285   0.000   0.002     0.189   0.001   0.001  -0.000   0.187    -0.000   0.003   0.000  -0.001   0.189
  36.877    0.998     0.144  -0.000   0.284   0.000   0.002     0.189   0.000   0.001   0.000   0.187    -0.000   0.003   0.000  -0.001   0.189
  36.901    0.998     0.143   0.000   0.284   0.000   0.002     0.189   0.000   0.001   0.000   0.187    -0.000   0.002   0.000  -0.001   0.189
  36.924    0.998     0.143   0.000   0.283   0.001   0.001     0.189   0.000   0.001   0.000   0.188    -0.000   0.002   0.000  -0.001   0.189
  36.947    0.998     0.144   0.001   0.284   0.001   0.001     0.189   0.000   0.001   0.001   0.188    -0.000   0.001   0.000  -0.001   0.189
  36.971    0.999     0.144   0.001   0.285   0.001   0.001     0.189   0.000   0.001   0.001   0.189    -0.000   0.000   0.000  -0.001   0.190
  36.994    1.001     0.144   0.001   0.286   0.000   0.001     0.189   0.000   0.000   0.001   0.189    -0.000  -0.000  -0.000  -0.001   0.190
  37.018    1.002     0.144   0.001   0.287   0.000   0.001     0.189   0.000  -0.000   0.001   0.189     0.000  -0.000  -0.000  -0.001   0.190
  37.041    1.004     0.144   0.001   0.288   0.000   0.001     0.189   0.001  -0.000   0.001   0.190     0.000   0.000  -0.000  -0.001   0.190
  37.065    1.005     0.144   0.001   0.288  -0.000   0.001     0.190   0.001  -0.000   0.001   0.190     0.000   0.000  -0.000  -0.001   0.190
  37.088    1.005     0.144   0.001   0.288  -0.000   0.001     0.190   0.001  -0.000   0.001   0.190     0.000   0.001  -0.000  -0.001   0.190
  37.112    1.004     0.144   0.001   0.287  -0.000   0.001     0.190   0.001  -0.000   0.001   0.190     0.001   0.001   0.000  -0.001   0.189
  37.135    1.002     0.144   0.001   0.286  -0.000   0.001     0.190   0.000   0.000   0.000   0.190     0.001   0.001   0.000  -0.001   0.189
  37.159    1.000     0.144   0.001   0.285  -0.000   0.001     0.190   0.000  -0.000  -0.000   0.189     0.001   0.000   0.000  -0.001   0.189
  37.182    0.998     0.144   0.001   0.284   0.000   0.002     0.190   0.000  -0.000  -0.001   0.189     0.001  -0.000   0.000  -0.001   0.188
  37.206    0.996     0.144   0.001   0.283   0.001   0.002     0.190  -0.000   0.000  -0.001   0.189     0.001  -0.000  -0.000  -0.001   0.188
  37.229    0.996     0.144   0.001   0.284   0.001   0.002     0.189  -0.000   0.000  -0.001   0.188     0.001  -0.001  -0.000  -0.000   0.188
  37.252    0.997     0.144  -0.000   0.285   0.001   0.003     0.189  -0.000   0.000  -0.000   0.188     0.001  -0.001  -0.000  -0.000   0.188
  37.276    0.999     0.144  -0.001   0.286   0.001   0.003     0.189  -0.001   0.000  -0.000   0.188     0.000  -0.001  -0.000   0.000   0.188
  37.299    0.999     0.144  -0.001   0.288   0.001   0.002     0.189  -0.001   0.001   0.000   0.188     0.000  -0.001  -0.000   0.000   0.188
  37.323    0.999     0.144  -0.001   0.288   0.000   0.002     0.189  -0.001   0.001   0.000   0.188     0.000  -0.001  -0.000   0.000   0.189
  37.346    0.999     0.144  -0.001   0.288   0.000   0.001     0.189  -0.001   0.001   0.000   0.189     0.000  -0.001  -0.000   0.000   0.189
  37.370    0.998     0.144  -0.001   0.287  -0.000   0.000     0.190  -0.001   0.001   0.000   0.189     0.000  -0.001   0.000  -0.000   0.189
  37.393    0.997     0.144  -0.000   0.287  -0.001  -0.001     0.190  -0.001   0.001   0.000   0.189    -0.000  -0.001   0.000  -0.000   0.190
  37.417    0.998     0.144   0.000   0.287  -0.001  -0.001     0.190  -0.001   0.001   0.000   0.190    -0.000  -0.001   0.000   0.000   0.190
  37.440    1.000     0.144   0.001   0.288  -0.001  -0.001     0.190  -0.001   0.001   0.000   0.190    -0.000  -0.001   0.000   0.000   0.190
  37.464    1.002     0.144   0.001   0.289  -0.001  -0.001     0.190  -0.001   0.001   0.001   0.190     0.000  -0.001   0.000   0.001   0.190
  37.487    1.006     0.144   0.001   0.291  -0.000  -0.001     0.190  -0.001   0.001   0.001   0.189     0.000  -0.001   0.000   0.001   0.190
  37.511    1.009     0.144   0.001   0.292   0.000   0.000     0.190  -0.000   0.001   0.001   0.189     0.001  -0.001   0.000   0.001   0.190
  37.534    1.010     0.144   0.000   0.293   0.001   0.001     0.190  -0.000   0.001   0.001   0.189     0.001  -0.000   0.000   0.001   0.190
  37.557    1.010     0.144   0.000   0.293   0.001   0.001     0.190   0.000   0.001   0.001   0.189     0.001   0.000  -0.000   0.000   0.190
  37.581    1.009     0.144  -0.000   0.292   0.001   0.001     0.189   0.000   0.001   0.000   0.189     0.001   0.001  -0.000   0.000   0.190
  37.604    1.007     0.144  -0.000   0.291   0.001   0.000     0.189   0.000   0.000  -0.000   0.189     0.000   0.002  -0.000   0.000   0.190
  37.628    1.004     0.144  -0.000   0.289   0.001  -0.001     0.189  -0.000   0.000  -0.000   0.190     0.000   0.002  -0.001   0.000   0.190
  37.651    1.002     0.144  -0.000   0.289   0.001  -0.001     0.189  -0.000  -0.000  -0.001   0.190     0.000   0.002  -0.001   0.000   0.190
  37.675    0.999     0.144  -0.001   0.288   0.001  -0.002     0.189  -0.000  -0.001  -0.001   0.190    -0.000   0.002  -0.001   0.000   0.190
  37.698    0.997     0.144  -0.001   0.288   0.000  -0.002     0.190  -0.000  -0.002  -0.001   0.191    -0.000   0.001  -0.001   0.000   0.189
  37.722    0.995     0.144  -0.002   0.288   0.000  -0.002     0.190  -0.000  -0.002  -0.000   0.191    -0.000   0.000  -0.001   0.000   0.189
  37.745    0.993     0.144  -0.002   0.288  -0.001  -0.002     0.190  -0.000  -0.003  -0.000   0.191     0.000  -0.000  -0.001   0.000   0.189
  37.769    0.992     0.144  -0.002   0.287  -0.001  -0.002     0.190  -0.000  -0.003  -0.000   0.190     0.000  -0.001  -0.001   0.000   0.189
  37.792    0.991     0.144  -0.002   0.286  -0.002  -0.001     0.190  -0.000  -0.003  -0.000   0.190     0.000  -0.001   0.000   0.000   0.189
  37.815    0.991     0.144  -0.002   0.285  -0.002  -0.001     0.190  -0.000  -0.003  -0.000   0.190     0.001  -0.001   0.001  -0.000   0.189
  37.839    0.991     0.144  -0.002   0.284  -0.002  -0.001     0.190  -0.000  -0.003  -0.001   0.190     0.001  -0.000   0.001  -0.000   0.190
  37.862    0.992     0.145  -0.002   0.284  -0.002  -0.001     0.190  -0.000  -0.002  -0.001   0.189     0.001   0.000   0.001  -0.001   0.190
  37.886    0.993     0.145  -0.002   0.284  -0.001  -0.000     0.190   0.000  -0.002  -0.001   0.189     0.001   0.001   0.001  -0.001   0.190
  37.909    0.995     0.145  -0.002   0.285  -0.001  -0.000     0.190   0.000  -0.001  -0.001   0.189     0.001   0.001   0.001  -0.001   0.190
  37.933    0.996     0.145  -0.002   0.286  -0.000  -0.000     0.190   0.001  -0.001  -0.001   0.189     0.000   0.001   0.001  -0.001   0.190
  37.956    0.998     0.144  -0.001   0.286   0.000  -0.000     0.190   0.001   0.000  -0.001   0.188     0.000   0.000   0.000  -0.001   0.190
  37.980    0.998     0.144  -0.001   0.287   0.000  -0.001     0.190   0.001   0.001  -0.001   0.188    -0.000  -0.000  -0.000  -0.001   0.190
  38.003    0.998     0.144  -0.001   0.287   0.001  -0.001     0.190   0.001   0.001  -0.001   0.189    -0.001  -0.001  -0.000  -0.001   0.190
  38.027    0.998     0.144  -0.000   0.287   0.001  -0.001     0.190   0.001   0.001  -0.000   0.189    -0.001  -0.001  -0.001  -0.001   0.190
  38.050    0.996     0.144  -0.000   0.287   0.000  -0.002     0.190   0.001   0.001  -0.000   0.189    -0.001  -0.002  -0.001  -0.000   0.190
  38.074    0.995     0.144   0.000   0.287   0.000  -0.001     0.190   0.000   0.001  -0.000   0.189    -0.001  -0.002  -0.000  -0.000   0.189
  38.097    0.994     0.144   0.000   0.287   0.000  -0.001     0.190  -0.000   0.001  -0.000   0.189    -0.001  -0.002  -0.000  -0.001   0.189
  38.120    0.994     0.144   0.000   0.288  -0.000  -0.001     0.190  -0.001   0.000  -0.001   0.189    -0.001  -0.002  -0.000  -0.001   0.189
  38.144    0.994     0.144   0.000   0.288  -0.000  -0.001     0.190  -0.001  -0.000  -0.001   0.189    -0.001  -0.002  -0.000  -0.001   0.189
  38.167    0.996     0.144   0.001   0.289  -0.000  -0.001     0.190  -0.001  -0.001  -0.001   0.189    -0.001  -0.002   0.000  -0.001   0.189
  38.191    0.997     0.144   0.001   0.290  -0.000  -0.002     0.190  -0.000  -0.001  -0.001   0.189    -0.001  -0.002   0.000  -0.000   0.189
  38.214    0.999     0.144   0.001   0.290  -0.000  -0.002     0.190  -0.000  -0.001  -0.000   0.189    -0.000  -0.001   0.000   0.000   0.189
  38.238    1.000     0.144   0.001   0.290  -0.000  -0.002     0.190  -0.000  -0.001  -0.000   0.189    -0.000  -0.001   0.000   0.001   0.189
  38.261    1.000     0.144   0.002   0.289  -0.000  -0.002     0.190  -0.000  -0.001   0.000   0.190    -0.000  -0.001   0.000   0.001   0.190
  38.285    1.000     0.144   0.002   0.288  -0.001  -0.002     0.190  -0.000  -0.001   0.000   0.189    -0.000  -0.001  -0.000   0.001   0.190
  38.308    0.999     0.144   0.001   0.288  -0.001  -0.002     0.189  -0.000  -0.000   0.000   0.189    -0.000  -0.001  -0.001   0.001   0.190
  38.332    0.998     0.144   0.001   0.287  -0.000  -0.002     0.189  -0.000   0.000   0.000   0.189    -0.000  -0.000  -0.001   0.001   0.190
  38.355    0.998     0.144   0.000   0.287  -0.000  -0.002     0.189  -0.001   0.001   0.000   0.189    -0.000  -0.000  -0.001   0.001   0.190
  38.378    0.997     0.144  -0.000   0.287   0.000  -0.002     0.189  -0.000   0.002   0.000   0.189    -0.000  -0.000  -0.001   0.001   0.190
  38.402    0.997     0.144  -0.001   0.287   0.000  -0.002     0.189  -0.000   0.002   0.000   0.189    -0.000  -0.000  -0.000   0.000   0.190
  38.425    0.998     0.144  -0.001   0.287   0.001  -0.002     0.189  -0.000   0.002  -0.000   0.189    -0.000  -0.000   0.000   0.000   0.190
  38.449    0.999     0.144  -0.001   0.287   0.001  -0.002     0.189   0.000   0.002  -0.000   0.189    -0.000  -0.000   0.001   0.000   0.190
  38.472    0.999     0.145  -0.001   0.287   0.001  -0.002     0.190   0.001   0.002  -0.000   0.189    -0.000  -0.000   0.001   0.000   0.190
  38.496    1.000     0.145  -0.000   0.287   0.000  -0.002     0.190   0.001   0.001  -0.000   0.189    -0.000   0.000   0.001   0.000   0.190
  38.519    1.000     0.144   0.000   0.287  -0.000  -0.002     0.190   0.001   0.001   0.000   0.189    -0.001   0.000   0.000   0.000   0.190
  38.543    1.000     0.144   0.001   0.287  -0.000  -0.001     0.190   0.001   0.000   0.000   0.189    -0.001   0.000  -0.000   0.000   0.190
  38.566    1.000     0.144   0.002   0.287  -0.000  -0.001     0.190   0.001   0.000   0.001   0.189    -0.001   0.000  -0.000   0.000   0.189
  38.590    0.999     0.144   0.002   0.287  -0.000  -0.000     0.189   0.001   0.000   0.001   0.189    -0.001   0.000  -0.001  -0.000   0.189
