 Substance:Al_U       2023/12/12 09:51:13                     
 Input files: ./data/Al_U_large_n0001.dat to ./data/Al_U_large_n0001.dat step           1
 OMP processes  =            2
 Integration Monte Carlo     100000000 cell pairs, j_rand          10
 Supercell size:           1           1           1
 Unit cell parameter:   79.8159637       79.8159637       79.8159637    
 Atoms/unit_cell:           2
 Atoms  :    Al      U   
 Atom no.        1       2
 Occups:   0.9200  0.0800
 Weights: Xray            12.9937 91.9693
 Masks	:        1       1
 Smoothing FWHM [Å]   9.99999940E-02

 Output: g(r)
 Partials index        1  1    1  2    2  2
   r [A]   Total       Al_Al   Al_U   U_U
  38.760    0.997     0.384   0.469   0.144
  38.780    0.999     0.385   0.470   0.144
  38.800    1.000     0.385   0.471   0.144
  38.820    1.000     0.386   0.471   0.143
  38.840    0.999     0.386   0.471   0.142
  38.860    0.996     0.386   0.470   0.140
  38.880    0.994     0.385   0.469   0.139
  38.900    0.992     0.385   0.469   0.138
  38.920    0.992     0.385   0.469   0.138
  38.940    0.991     0.384   0.470   0.138
  38.960    0.991     0.384   0.471   0.137
  38.980    0.991     0.383   0.471   0.137
  39.000    0.991     0.383   0.471   0.138
  39.020    0.992     0.383   0.470   0.139
  39.040    0.993     0.383   0.469   0.140
  39.060    0.994     0.383   0.469   0.142
  39.080    0.995     0.383   0.469   0.143
  39.100    0.996     0.384   0.468   0.144
  39.120    0.996     0.384   0.468   0.143
  39.140    0.995     0.384   0.468   0.143
  39.160    0.995     0.385   0.468   0.141
  39.180    0.994     0.385   0.469   0.140
  39.200    0.994     0.385   0.470   0.139
  39.220    0.994     0.385   0.471   0.139
  39.240    0.996     0.384   0.471   0.140
  39.260    0.997     0.383   0.472   0.142
  39.280    0.998     0.383   0.472   0.143
  39.300    0.998     0.383   0.472   0.144
  39.320    0.998     0.383   0.471   0.144
  39.340    0.998     0.384   0.470   0.144
  39.360    0.998     0.384   0.470   0.144
  39.380    0.998     0.385   0.469   0.143
  39.400    0.997     0.385   0.469   0.143
  39.420    0.997     0.385   0.470   0.142
  39.440    0.995     0.385   0.470   0.141
  39.460    0.993     0.384   0.470   0.140
  39.480    0.993     0.384   0.470   0.140
  39.500    0.994     0.383   0.470   0.141
  39.520    0.997     0.383   0.471   0.143
  39.540    0.998     0.383   0.471   0.144
  39.560    0.998     0.383   0.471   0.143
  39.580    0.997     0.384   0.471   0.142
  39.600    0.995     0.385   0.470   0.140
  39.620    0.994     0.385   0.469   0.140
  39.640    0.994     0.386   0.467   0.141
  39.660    0.993     0.386   0.465   0.143
  39.680    0.993     0.386   0.463   0.144
  39.700    0.993     0.386   0.464   0.144
  39.720    0.994     0.385   0.465   0.143
  39.740    0.995     0.384   0.468   0.143
  39.760    0.995     0.384   0.470   0.141
  39.780    0.993     0.383   0.470   0.140
  39.800    0.991     0.383   0.469   0.140
  39.820    0.990     0.383   0.467   0.140
  39.840    0.989     0.383   0.466   0.141
  39.860    0.989     0.384   0.465   0.141
  39.880    0.989     0.384   0.465   0.141
  39.900    0.990     0.384   0.465   0.141
  39.920    0.991     0.384   0.465   0.141
  39.940    0.992     0.384   0.465   0.143
  39.960    0.994     0.384   0.465   0.144
  39.980    0.994     0.385   0.464   0.146
  40.000    0.995     0.385   0.463   0.146
  40.020    0.996     0.385   0.463   0.147
  40.040    0.997     0.385   0.464   0.148
  40.060    0.999     0.386   0.464   0.149
  40.080    1.000     0.386   0.465   0.150
  40.100    1.000     0.385   0.465   0.150
  40.120    0.998     0.385   0.465   0.148
  40.140    0.996     0.384   0.465   0.146
  40.160    0.995     0.384   0.466   0.144
  40.180    0.994     0.384   0.467   0.143
  40.200    0.995     0.384   0.468   0.142
  40.220    0.996     0.385   0.469   0.142
  40.240    0.996     0.385   0.470   0.141
  40.260    0.995     0.385   0.470   0.141
  40.280    0.994     0.385   0.469   0.139
  40.300    0.992     0.384   0.469   0.138
  40.320    0.991     0.384   0.469   0.138
  40.340    0.990     0.383   0.469   0.138
  40.360    0.991     0.383   0.468   0.139
  40.380    0.992     0.383   0.468   0.140
  40.400    0.993     0.383   0.468   0.143
  40.420    0.995     0.383   0.467   0.145
  40.440    0.996     0.383   0.465   0.148
  40.460    0.996     0.383   0.464   0.150
  40.480    0.996     0.383   0.462   0.151
  40.500    0.996     0.383   0.463   0.151
  40.520    0.996     0.383   0.464   0.149
  40.540    0.996     0.383   0.466   0.147
  40.560    0.995     0.383   0.467   0.145
  40.580    0.995     0.384   0.469   0.143
  40.600    0.997     0.384   0.471   0.142
  40.620    0.999     0.384   0.472   0.143
  40.640    1.002     0.384   0.473   0.145
  40.660    1.002     0.384   0.473   0.146
  40.680    1.001     0.383   0.472   0.145
  40.700    0.997     0.384   0.470   0.143
  40.720    0.993     0.384   0.468   0.141
  40.740    0.991     0.384   0.467   0.140
  40.760    0.990     0.384   0.467   0.139
  40.780    0.990     0.384   0.468   0.138
  40.800    0.990     0.384   0.470   0.136
  40.820    0.990     0.384   0.471   0.135
  40.840    0.990     0.384   0.472   0.134
  40.860    0.990     0.384   0.472   0.134
  40.880    0.991     0.384   0.472   0.135
  40.900    0.994     0.384   0.473   0.138
  40.920    0.997     0.384   0.474   0.140
  40.940    0.999     0.384   0.474   0.141
  40.960    0.999     0.383   0.474   0.141
  40.980    0.997     0.384   0.474   0.140
  41.000    0.995     0.384   0.473   0.138
  41.020    0.993     0.384   0.471   0.138
  41.040    0.992     0.385   0.470   0.138
  41.060    0.991     0.385   0.468   0.138
  41.080    0.991     0.385   0.467   0.139
  41.100    0.992     0.384   0.467   0.141
  41.120    0.995     0.384   0.466   0.144
  41.140    0.997     0.384   0.466   0.147
  41.160    0.999     0.384   0.466   0.149
  41.180    1.001     0.385   0.466   0.151
  41.200    1.002     0.385   0.466   0.151
  41.220    1.004     0.385   0.467   0.151
  41.240    1.005     0.385   0.469   0.151
  41.260    1.007     0.385   0.471   0.151
  41.280    1.008     0.385   0.473   0.151
  41.300    1.010     0.384   0.475   0.151
  41.320    1.011     0.384   0.476   0.151
  41.340    1.011     0.384   0.476   0.152
  41.360    1.009     0.383   0.474   0.152
  41.380    1.006     0.383   0.472   0.151
  41.400    1.004     0.383   0.470   0.150
  41.420    1.001     0.384   0.469   0.149
  41.440    0.999     0.384   0.468   0.147
  41.460    0.997     0.385   0.468   0.145
  41.480    0.997     0.385   0.467   0.144
  41.500    0.997     0.386   0.467   0.144
  41.520    0.997     0.385   0.466   0.145
  41.540    0.998     0.385   0.466   0.146
  41.560    0.998     0.385   0.466   0.147
  41.580    0.997     0.384   0.466   0.148
  41.600    0.997     0.384   0.465   0.148
  41.620    0.998     0.384   0.465   0.148
  41.640    0.999     0.384   0.466   0.149
  41.660    0.999     0.385   0.466   0.148
  41.680    0.999     0.385   0.467   0.147
  41.700    0.996     0.385   0.468   0.144
  41.720    0.993     0.384   0.469   0.140
  41.740    0.990     0.384   0.470   0.136
  41.760    0.989     0.384   0.471   0.135
  41.780    0.989     0.383   0.471   0.134
  41.800    0.990     0.383   0.471   0.135
  41.820    0.990     0.383   0.471   0.136
  41.840    0.990     0.383   0.471   0.137
  41.860    0.989     0.383   0.470   0.136
  41.880    0.988     0.383   0.470   0.135
  41.900    0.987     0.384   0.470   0.134
  41.920    0.987     0.384   0.469   0.134
  41.940    0.987     0.384   0.469   0.135
  41.960    0.988     0.384   0.468   0.136
  41.980    0.989     0.384   0.467   0.138
  42.000    0.990     0.384   0.467   0.140
  42.020    0.991     0.384   0.466   0.141
  42.040    0.992     0.384   0.465   0.142
  42.060    0.993     0.385   0.466   0.143
  42.080    0.995     0.385   0.467   0.143
  42.100    0.997     0.384   0.469   0.144
  42.120    0.999     0.384   0.471   0.145
  42.140    1.001     0.383   0.472   0.145
  42.160    1.001     0.383   0.473   0.146
  42.180    1.001     0.383   0.474   0.145
  42.200    1.000     0.382   0.474   0.144
  42.220    0.999     0.382   0.474   0.143
  42.240    0.999     0.382   0.474   0.143
  42.260    0.999     0.382   0.473   0.144
  42.280    0.999     0.383   0.471   0.145
  42.300    0.997     0.383   0.470   0.144
  42.320    0.995     0.384   0.470   0.141
  42.340    0.992     0.384   0.470   0.139
  42.360    0.990     0.384   0.470   0.137
  42.380    0.989     0.383   0.469   0.137
  42.400    0.988     0.383   0.468   0.137
  42.420    0.986     0.382   0.466   0.138
  42.440    0.984     0.382   0.465   0.137
  42.460    0.984     0.382   0.465   0.137
  42.480    0.985     0.382   0.466   0.137
  42.500    0.989     0.383   0.468   0.138
  42.520    0.993     0.384   0.469   0.140
  42.540    0.997     0.384   0.471   0.142
  42.560    0.999     0.385   0.471   0.144
  42.580    1.000     0.385   0.470   0.144
  42.600    0.999     0.385   0.470   0.144
  42.620    0.997     0.384   0.468   0.145
  42.640    0.995     0.383   0.467   0.146
  42.660    0.994     0.382   0.465   0.147
  42.680    0.994     0.382   0.464   0.148
  42.700    0.994     0.382   0.464   0.148
  42.720    0.995     0.382   0.464   0.149
  42.740    0.995     0.382   0.464   0.149
  42.760    0.996     0.383   0.464   0.150
  42.780    0.998     0.383   0.464   0.150
  42.800    0.999     0.383   0.465   0.150
  42.820    1.001     0.383   0.467   0.150
  42.840    1.001     0.383   0.468   0.150
  42.860    1.001     0.383   0.469   0.149
  42.880    1.001     0.383   0.469   0.148
  42.900    0.999     0.383   0.468   0.147
  42.920    0.996     0.383   0.467   0.146
  42.940    0.993     0.383   0.466   0.144
  42.960    0.992     0.383   0.466   0.142
  42.980    0.992     0.384   0.467   0.141
  43.000    0.994     0.384   0.469   0.140
  43.020    0.996     0.384   0.471   0.141
  43.040    0.999     0.385   0.473   0.142
  43.060    1.000     0.384   0.473   0.143
  43.080    1.000     0.384   0.473   0.143
  43.100    0.997     0.383   0.472   0.142
  43.120    0.994     0.383   0.470   0.141
  43.140    0.990     0.382   0.468   0.140
  43.160    0.988     0.382   0.467   0.139
  43.180    0.987     0.382   0.467   0.138
  43.200    0.986     0.382   0.467   0.137
  43.220    0.984     0.382   0.468   0.135
  43.240    0.983     0.382   0.468   0.133
  43.260    0.982     0.383   0.467   0.132
  43.280    0.982     0.384   0.466   0.133
  43.300    0.984     0.384   0.466   0.135
  43.320    0.987     0.384   0.466   0.137
  43.340    0.990     0.384   0.466   0.140
  43.360    0.992     0.384   0.467   0.141
  43.380    0.993     0.384   0.467   0.142
  43.400    0.993     0.384   0.466   0.143
  43.420    0.993     0.384   0.465   0.144
  43.440    0.993     0.384   0.465   0.145
  43.460    0.994     0.384   0.465   0.145
  43.480    0.995     0.383   0.466   0.145
  43.500    0.995     0.383   0.467   0.145
  43.520    0.995     0.383   0.467   0.144
  43.540    0.995     0.383   0.468   0.143
  43.560    0.995     0.383   0.469   0.143
  43.580    0.997     0.383   0.470   0.143
  43.600    0.998     0.383   0.471   0.144
  43.620    1.000     0.383   0.471   0.146
  43.640    1.001     0.383   0.471   0.146
  43.660    1.002     0.383   0.472   0.147
  43.680    1.002     0.383   0.472   0.146
  43.700    1.002     0.384   0.473   0.145
  43.720    1.001     0.384   0.473   0.143
  43.740    1.000     0.384   0.473   0.142
  43.760    1.000     0.384   0.473   0.142
  43.780    0.999     0.384   0.473   0.141
  43.800    0.997     0.384   0.472   0.141
  43.820    0.996     0.384   0.471   0.141
  43.840    0.995     0.384   0.470   0.141
  43.860    0.994     0.384   0.470   0.141
  43.880    0.993     0.383   0.470   0.140
  43.900    0.992     0.383   0.470   0.139
  43.920    0.993     0.383   0.471   0.139
  43.940    0.994     0.384   0.471   0.139
  43.960    0.995     0.384   0.470   0.141
  43.980    0.996     0.384   0.469   0.143
  44.000    0.997     0.384   0.468   0.144
  44.020    0.997     0.385   0.467   0.146
  44.040    0.997     0.385   0.466   0.147
  44.060    0.997     0.385   0.465   0.147
  44.080    0.996     0.385   0.465   0.146
  44.100    0.996     0.385   0.465   0.145
  44.120    0.995     0.385   0.466   0.144
  44.140    0.993     0.384   0.466   0.142
  44.160    0.991     0.384   0.467   0.141
  44.180    0.990     0.384   0.467   0.139
  44.200    0.988     0.384   0.466   0.138
  44.220    0.988     0.384   0.466   0.138
  44.240    0.988     0.384   0.466   0.138
  44.260    0.990     0.384   0.466   0.139
  44.280    0.992     0.384   0.468   0.140
  44.300    0.995     0.384   0.471   0.140
  44.320    0.997     0.384   0.473   0.140
  44.340    0.999     0.384   0.474   0.140
  44.360    0.999     0.385   0.474   0.141
  44.380    1.000     0.385   0.473   0.142
  44.400    1.001     0.385   0.473   0.144
  44.420    1.003     0.384   0.473   0.145
  44.440    1.003     0.384   0.474   0.145
  44.460    1.001     0.384   0.474   0.143
  44.480    0.998     0.383   0.474   0.141
  44.500    0.995     0.382   0.472   0.140
  44.520    0.992     0.382   0.470   0.140
  44.540    0.990     0.381   0.468   0.140
  44.560    0.989     0.381   0.467   0.141
  44.580    0.989     0.381   0.467   0.141
  44.600    0.989     0.381   0.467   0.141
  44.620    0.990     0.381   0.468   0.141
  44.640    0.992     0.381   0.469   0.141
  44.660    0.994     0.381   0.470   0.143
  44.680    0.996     0.381   0.470   0.144
  44.700    0.996     0.381   0.470   0.145
  44.720    0.995     0.381   0.469   0.145
  44.740    0.994     0.381   0.467   0.146
  44.760    0.992     0.380   0.466   0.146
  44.780    0.991     0.380   0.465   0.145
  44.800    0.990     0.381   0.464   0.145
  44.820    0.990     0.381   0.464   0.145
  44.840    0.991     0.382   0.465   0.145
  44.860    0.993     0.382   0.465   0.145
  44.880    0.994     0.383   0.466   0.145
  44.900    0.995     0.384   0.466   0.146
  44.920    0.996     0.385   0.466   0.145
  44.940    0.996     0.385   0.467   0.144
  44.960    0.994     0.385   0.467   0.143
  44.980    0.993     0.384   0.467   0.141
  45.000    0.990     0.384   0.467   0.140
  45.020    0.988     0.383   0.467   0.139
  45.040    0.987     0.382   0.467   0.138
  45.060    0.986     0.382   0.467   0.137
  45.080    0.988     0.382   0.468   0.138
  45.100    0.991     0.382   0.470   0.140
  45.120    0.994     0.382   0.471   0.140
  45.140    0.995     0.383   0.472   0.140
  45.160    0.994     0.383   0.472   0.139
  45.180    0.992     0.383   0.470   0.138
  45.200    0.990     0.384   0.469   0.137
  45.220    0.989     0.384   0.468   0.137
  45.240    0.990     0.383   0.468   0.138
  45.260    0.991     0.383   0.468   0.140
  45.280    0.991     0.383   0.467   0.142
  45.300    0.992     0.382   0.466   0.144
  45.320    0.993     0.383   0.465   0.145
  45.340    0.993     0.383   0.465   0.146
  45.360    0.993     0.383   0.465   0.145
  45.380    0.993     0.383   0.466   0.144
  45.400    0.992     0.383   0.466   0.144
  45.420    0.993     0.383   0.466   0.144
  45.440    0.996     0.383   0.467   0.146
  45.460    0.998     0.383   0.468   0.147
  45.480    1.000     0.384   0.468   0.148
  45.500    1.000     0.384   0.468   0.148
  45.520    0.999     0.384   0.466   0.149
  45.540    0.998     0.384   0.465   0.149
  45.560    0.996     0.384   0.464   0.149
  45.580    0.994     0.383   0.463   0.147
  45.600    0.992     0.383   0.464   0.145
  45.620    0.991     0.383   0.464   0.144
  45.640    0.991     0.384   0.465   0.143
  45.660    0.992     0.384   0.464   0.143
  45.680    0.992     0.385   0.464   0.144
  45.700    0.993     0.386   0.464   0.143
  45.720    0.996     0.386   0.466   0.143
  45.740    0.999     0.386   0.469   0.144
  45.760    1.001     0.386   0.471   0.144
  45.780    1.003     0.386   0.472   0.145
  45.800    1.004     0.386   0.473   0.145
  45.820    1.003     0.386   0.473   0.145
  45.840    1.001     0.386   0.472   0.143
  45.860    1.000     0.386   0.472   0.142
  45.880    0.998     0.385   0.471   0.141
  45.900    0.997     0.385   0.470   0.141
  45.920    0.996     0.385   0.470   0.142
  45.940    0.996     0.384   0.469   0.143
  45.960    0.997     0.384   0.469   0.144
  45.980    0.997     0.384   0.469   0.144
  46.000    0.997     0.384   0.469   0.144
  46.020    0.997     0.384   0.470   0.143
  46.040    0.998     0.385   0.471   0.142
  46.060    0.998     0.386   0.471   0.141
  46.080    0.997     0.386   0.471   0.141
  46.100    0.997     0.385   0.471   0.140
  46.120    0.996     0.385   0.471   0.140
  46.140    0.996     0.384   0.471   0.140
  46.160    0.996     0.384   0.472   0.141
  46.180    0.996     0.384   0.472   0.141
  46.200    0.996     0.384   0.472   0.140
  46.220    0.995     0.384   0.471   0.140
  46.240    0.995     0.385   0.471   0.139
  46.260    0.996     0.385   0.471   0.140
  46.280    0.999     0.385   0.471   0.142
  46.300    1.002     0.386   0.471   0.145
  46.320    1.005     0.386   0.471   0.147
  46.340    1.006     0.386   0.471   0.148
  46.360    1.004     0.386   0.471   0.147
  46.380    1.002     0.385   0.471   0.146
  46.400    0.999     0.385   0.470   0.144
  46.420    0.996     0.384   0.469   0.143
  46.440    0.995     0.384   0.468   0.144
  46.460    0.994     0.383   0.467   0.144
  46.480    0.993     0.384   0.467   0.143
  46.500    0.993     0.384   0.467   0.141
  46.520    0.991     0.385   0.467   0.139
  46.540    0.989     0.385   0.468   0.137
  46.560    0.988     0.385   0.468   0.135
  46.580    0.988     0.385   0.468   0.135
  46.600    0.990     0.384   0.469   0.137
  46.620    0.992     0.384   0.469   0.139
  46.640    0.994     0.384   0.469   0.141
  46.660    0.995     0.384   0.469   0.142
  46.680    0.995     0.384   0.468   0.142
  46.700    0.994     0.384   0.468   0.142
  46.720    0.993     0.384   0.468   0.141
  46.740    0.993     0.384   0.469   0.140
  46.760    0.993     0.384   0.469   0.140
  46.780    0.993     0.385   0.469   0.139
  46.800    0.992     0.385   0.469   0.138
  46.820    0.990     0.385   0.469   0.136
  46.840    0.988     0.385   0.469   0.134
  46.860    0.987     0.385   0.469   0.133
  46.880    0.987     0.385   0.469   0.132
  46.900    0.988     0.385   0.469   0.133
  46.920    0.989     0.385   0.469   0.135
  46.940    0.990     0.385   0.469   0.136
  46.960    0.990     0.384   0.469   0.136
  46.980    0.989     0.384   0.469   0.136
  47.000    0.987     0.384   0.469   0.135
  47.020    0.986     0.384   0.468   0.134
  47.040    0.984     0.384   0.467   0.133
  47.060    0.983     0.385   0.465   0.133
  47.080    0.982     0.385   0.463   0.134
  47.100    0.982     0.384   0.462   0.136
  47.120    0.985     0.384   0.462   0.139
  47.140    0.988     0.383   0.463   0.142
  47.160    0.992     0.383   0.464   0.145
  47.180    0.994     0.383   0.465   0.146
  47.200    0.996     0.383   0.467   0.146
  47.220    0.996     0.383   0.469   0.144
  47.240    0.996     0.383   0.470   0.142
  47.260    0.995     0.383   0.471   0.141
  47.280    0.996     0.384   0.471   0.142
  47.300    0.997     0.384   0.470   0.143
  47.320    0.999     0.384   0.470   0.145
  47.340    1.000     0.384   0.470   0.146
  47.360    1.000     0.384   0.470   0.147
  47.380    0.999     0.383   0.470   0.146
  47.400    0.998     0.384   0.470   0.145
  47.420    0.997     0.384   0.470   0.143
  47.440    0.996     0.384   0.471   0.142
  47.460    0.996     0.383   0.471   0.141
  47.480    0.995     0.383   0.472   0.141
  47.500    0.995     0.382   0.471   0.141
  47.520    0.993     0.382   0.470   0.141
  47.540    0.992     0.382   0.468   0.142
  47.560    0.991     0.383   0.466   0.143
  47.580    0.990     0.383   0.464   0.143
  47.600    0.989     0.383   0.463   0.143
  47.620    0.988     0.383   0.462   0.143
  47.640    0.987     0.383   0.463   0.141
  47.660    0.988     0.383   0.464   0.140
  47.680    0.990     0.384   0.467   0.140
  47.700    0.992     0.384   0.468   0.140
  47.720    0.994     0.384   0.469   0.140
  47.740    0.995     0.384   0.469   0.141
  47.760    0.995     0.385   0.469   0.142
  47.780    0.995     0.385   0.467   0.143
  47.800    0.996     0.385   0.467   0.144
  47.820    0.997     0.385   0.467   0.145
  47.840    0.998     0.385   0.467   0.145
  47.860    0.998     0.385   0.468   0.145
  47.880    0.997     0.385   0.468   0.144
  47.900    0.995     0.385   0.467   0.143
  47.920    0.994     0.385   0.467   0.141
  47.940    0.993     0.386   0.467   0.140
  47.960    0.993     0.385   0.468   0.140
  47.980    0.993     0.385   0.468   0.140
  48.000    0.994     0.385   0.468   0.141
  48.020    0.995     0.384   0.468   0.143
  48.040    0.995     0.384   0.466   0.144
  48.060    0.994     0.383   0.466   0.145
  48.080    0.993     0.383   0.466   0.144
  48.100    0.994     0.383   0.467   0.144
  48.120    0.994     0.383   0.468   0.143
  48.140    0.995     0.383   0.469   0.143
  48.160    0.995     0.383   0.469   0.143
  48.180    0.995     0.383   0.469   0.143
  48.200    0.994     0.384   0.468   0.142
  48.220    0.993     0.384   0.468   0.142
  48.240    0.992     0.384   0.467   0.141
  48.260    0.990     0.384   0.467   0.139
  48.280    0.988     0.384   0.466   0.138
  48.300    0.986     0.384   0.466   0.137
  48.320    0.985     0.384   0.465   0.137
  48.340    0.983     0.383   0.463   0.137
  48.360    0.983     0.383   0.462   0.138
  48.380    0.984     0.383   0.462   0.139
  48.400    0.986     0.383   0.463   0.141
  48.420    0.989     0.383   0.465   0.141
  48.440    0.993     0.383   0.468   0.142
  48.460    0.996     0.384   0.470   0.142
  48.480    0.999     0.385   0.472   0.142
  48.500    1.001     0.385   0.472   0.144
  48.520    1.002     0.385   0.471   0.146
  48.540    1.003     0.384   0.470   0.149
  48.560    1.003     0.384   0.468   0.151
  48.580    1.003     0.384   0.466   0.152
  48.600    1.002     0.384   0.466   0.152
  48.620    1.000     0.384   0.466   0.151
  48.640    0.999     0.384   0.466   0.149
  48.660    0.998     0.384   0.466   0.148
  48.680    0.997     0.384   0.466   0.147
  48.700    0.996     0.384   0.467   0.145
  48.720    0.995     0.384   0.467   0.143
  48.740    0.995     0.384   0.468   0.142
  48.760    0.995     0.384   0.470   0.142
  48.780    0.997     0.384   0.471   0.143
  48.800    0.999     0.384   0.472   0.143
  48.820    0.999     0.384   0.472   0.142
  48.840    0.996     0.384   0.471   0.140
  48.860    0.992     0.384   0.470   0.138
  48.880    0.989     0.384   0.468   0.137
  48.900    0.989     0.384   0.467   0.137
  48.920    0.990     0.384   0.468   0.138
  48.940    0.991     0.384   0.468   0.139
  48.960    0.991     0.383   0.469   0.139
  48.980    0.991     0.384   0.469   0.138
  49.000    0.991     0.384   0.469   0.138
  49.020    0.991     0.384   0.469   0.138
  49.040    0.991     0.384   0.470   0.137
  49.060    0.990     0.384   0.470   0.136
  49.080    0.988     0.383   0.469   0.135
  49.100    0.985     0.383   0.468   0.134
  49.120    0.984     0.383   0.467   0.134
  49.140    0.984     0.383   0.466   0.135
  49.160    0.986     0.383   0.466   0.136
  49.180    0.988     0.384   0.467   0.137
  49.200    0.990     0.384   0.467   0.139
  49.220    0.992     0.383   0.468   0.141
  49.240    0.994     0.383   0.469   0.142
  49.260    0.995     0.382   0.470   0.143
  49.280    0.995     0.382   0.470   0.144
  49.300    0.995     0.381   0.470   0.144
  49.320    0.994     0.381   0.468   0.144
  49.340    0.994     0.382   0.467   0.145
  49.360    0.994     0.382   0.466   0.146
  49.380    0.996     0.383   0.465   0.148
  49.400    0.998     0.384   0.464   0.150
  49.420    1.000     0.384   0.465   0.151
  49.440    1.002     0.385   0.466   0.152
  49.460    1.004     0.385   0.468   0.151
  49.480    1.004     0.385   0.470   0.149
  49.500    1.003     0.385   0.471   0.147
  49.520    1.000     0.385   0.470   0.145
  49.540    0.997     0.385   0.469   0.143
  49.560    0.994     0.385   0.468   0.141
  49.580    0.993     0.384   0.468   0.141
  49.600    0.994     0.384   0.468   0.142
  49.620    0.995     0.384   0.469   0.142
  49.640    0.997     0.384   0.470   0.143
  49.660    0.997     0.384   0.471   0.142
  49.680    0.996     0.384   0.470   0.141
  49.700    0.995     0.385   0.470   0.141
  49.720    0.996     0.385   0.469   0.142
  49.740    0.997     0.384   0.469   0.143
  49.760    0.999     0.384   0.469   0.145
  49.780    0.999     0.384   0.469   0.146
  49.800    0.999     0.383   0.468   0.147
  49.820    0.998     0.383   0.467   0.148
  49.840    0.996     0.383   0.466   0.148
  49.860    0.995     0.382   0.465   0.147
  49.880    0.993     0.383   0.465   0.145
  49.900    0.991     0.383   0.466   0.142
  49.920    0.989     0.383   0.467   0.139
  49.940    0.987     0.383   0.468   0.137
  49.960    0.987     0.383   0.468   0.136
  49.980    0.988     0.383   0.468   0.137
  50.000    0.989     0.383   0.467   0.139
  50.020    0.990     0.383   0.466   0.141
  50.040    0.990     0.383   0.465   0.142
  50.060    0.989     0.383   0.463   0.143
  50.080    0.988     0.383   0.462   0.143
  50.100    0.989     0.383   0.462   0.144
  50.120    0.992     0.384   0.463   0.145
  50.140    0.995     0.384   0.465   0.146
  50.160    0.998     0.384   0.467   0.147
  50.180    0.999     0.384   0.468   0.147
  50.200    0.998     0.384   0.468   0.147
  50.220    0.998     0.384   0.466   0.148
  50.240    0.998     0.384   0.465   0.149
  50.260    0.998     0.384   0.465   0.149
  50.280    0.999     0.384   0.466   0.149
  50.300    1.000     0.384   0.469   0.147
  50.320    0.999     0.384   0.471   0.145
  50.340    0.999     0.384   0.472   0.143
  50.360    0.998     0.384   0.472   0.142
  50.380    0.997     0.384   0.471   0.141
  50.400    0.995     0.384   0.470   0.141
  50.420    0.994     0.384   0.469   0.140
  50.440    0.993     0.384   0.469   0.140
  50.460    0.993     0.384   0.469   0.140
  50.480    0.994     0.384   0.470   0.141
  50.500    0.997     0.384   0.471   0.142
  50.520    1.000     0.383   0.473   0.144
  50.540    1.004     0.383   0.475   0.147
  50.560    1.007     0.383   0.476   0.149
  50.580    1.008     0.382   0.475   0.150
  50.600    1.007     0.383   0.474   0.150
  50.620    1.004     0.383   0.472   0.149
  50.640    1.000     0.384   0.470   0.146
  50.660    0.995     0.384   0.468   0.143
  50.680    0.992     0.384   0.467   0.140
  50.700    0.990     0.384   0.467   0.139
  50.720    0.989     0.384   0.467   0.138
  50.740    0.989     0.384   0.467   0.138
  50.760    0.990     0.384   0.468   0.138
  50.780    0.992     0.384   0.469   0.139
  50.800    0.993     0.384   0.470   0.140
  50.820    0.994     0.383   0.470   0.141
  50.840    0.996     0.383   0.470   0.142
  50.860    0.997     0.383   0.470   0.143
  50.880    0.997     0.384   0.469   0.144
  50.900    0.997     0.384   0.469   0.145
  50.920    0.996     0.383   0.469   0.144
  50.940    0.995     0.383   0.469   0.144
  50.960    0.996     0.383   0.469   0.144
  50.980    0.997     0.383   0.469   0.145
  51.000    0.999     0.383   0.470   0.146
  51.020    1.000     0.383   0.470   0.148
  51.040    1.001     0.383   0.470   0.148
  51.060    1.001     0.383   0.469   0.148
  51.080    0.999     0.383   0.468   0.147
  51.100    0.996     0.383   0.467   0.145
  51.120    0.993     0.383   0.467   0.143
  51.140    0.991     0.383   0.467   0.141
  51.160    0.991     0.383   0.468   0.140
  51.180    0.991     0.383   0.468   0.139
  51.200    0.991     0.383   0.469   0.139
  51.220    0.990     0.383   0.469   0.138
  51.240    0.989     0.383   0.469   0.137
  51.260    0.989     0.383   0.469   0.137
  51.280    0.989     0.383   0.468   0.138
  51.300    0.989     0.383   0.467   0.139
  51.320    0.989     0.382   0.466   0.140
  51.340    0.990     0.382   0.466   0.141
  51.360    0.990     0.382   0.466   0.141
  51.380    0.991     0.382   0.466   0.142
  51.400    0.992     0.383   0.467   0.143
  51.420    0.993     0.383   0.467   0.143
  51.440    0.993     0.383   0.468   0.142
  51.460    0.992     0.383   0.468   0.141
  51.480    0.991     0.383   0.468   0.139
  51.500    0.990     0.383   0.468   0.138
  51.520    0.989     0.384   0.467   0.138
  51.540    0.990     0.384   0.466   0.139
  51.560    0.992     0.385   0.466   0.141
  51.580    0.996     0.385   0.467   0.143
  51.600    0.999     0.386   0.468   0.146
  51.620    1.002     0.386   0.470   0.147
  51.640    1.003     0.385   0.471   0.147
  51.660    1.002     0.385   0.471   0.146
  51.680    1.001     0.385   0.471   0.145
  51.700    0.999     0.384   0.471   0.144
  51.720    0.998     0.384   0.469   0.145
  51.740    0.998     0.383   0.468   0.146
  51.760    0.997     0.383   0.468   0.146
