 Substance:Cu_48       2023/01/05 09:18:09                     
 Input files: ./data/cu_c48_n0120.dat to ./data/cu_c48_n0120.dat step           1
 Supercell size:          48
 Integration Monte Carlo     100000000 cell pairs
 Atoms/unit_cell:           4
 Atoms  :    Cu1     Cu2     Cu3     Cu4 
 Atom no.        1       2       3       4
 Occup's:   1.0000  1.0000  1.0000  1.0000
 at_weights:   1.0000  1.0000  1.0000  1.0000
 Masks	:        1       1       1       1

 Atom pair partials:
                       1
                       1
   r(A^)   PDF_tot   PDF partials (cf. above)
   3.160    0.001    0.000
   3.180    0.002    0.000
   3.200    0.002    0.001
   3.220    0.003    0.001
   3.240    0.006    0.002
   3.260    0.008    0.002
   3.280    0.015    0.003
   3.300    0.026    0.007
   3.320    0.043    0.011
   3.340    0.068    0.017
   3.360    0.098    0.023
   3.380    0.144    0.035
   3.400    0.202    0.050
   3.420    0.277    0.071
   3.440    0.375    0.094
   3.460    0.498    0.126
   3.480    0.619    0.154
   3.500    0.775    0.193
   3.520    0.917    0.231
   3.540    1.068    0.268
   3.560    1.200    0.299
   3.580    1.324    0.328
   3.600    1.410    0.348
   3.620    1.462    0.369
   3.640    1.462    0.363
   3.660    1.408    0.347
   3.680    1.337    0.337
   3.700    1.214    0.303
   3.720    1.064    0.266
   3.740    0.923    0.227
   3.760    0.766    0.192
   3.780    0.617    0.154
   3.800    0.483    0.121
   3.820    0.363    0.093
   3.840    0.276    0.069
   3.860    0.192    0.048
   3.880    0.134    0.032
   3.900    0.089    0.023
   3.920    0.057    0.014
   3.940    0.037    0.009
   3.960    0.024    0.006
   3.980    0.014    0.003
   4.000    0.008    0.002
   4.020    0.005    0.001
   4.040    0.005    0.000
   4.060    0.007    0.000
   4.080    0.012    0.000
   4.100    0.023    0.000
   4.120    0.039    0.000
   4.140    0.066    0.000
   4.160    0.111    0.000
   4.180    0.187    0.000
   4.200    0.289    0.000
   4.220    0.438    0.000
   4.240    0.635    0.000
   4.260    0.898    0.000
   4.280    1.220    0.000
   4.300    1.600    0.000
   4.320    2.022    0.000
   4.340    2.477    0.000
   4.360    2.926    0.000
   4.380    3.350    0.000
   4.400    3.689    0.000
   4.420    3.892    0.000
   4.440    4.026    0.000
   4.460    3.951    0.000
   4.480    3.800    0.000
   4.500    3.527    0.000
   4.520    3.157    0.000
   4.540    2.736    0.000
   4.560    2.283    0.000
   4.580    1.859    0.000
   4.600    1.466    0.000
   4.620    1.114    0.000
   4.640    0.813    0.000
   4.660    0.580    0.000
   4.680    0.403    0.000
   4.700    0.270    0.000
   4.720    0.175    0.000
   4.740    0.110    0.000
   4.760    0.069    0.001
   4.780    0.047    0.001
   4.800    0.033    0.002
   4.820    0.030    0.004
   4.840    0.038    0.008
   4.860    0.057    0.014
   4.880    0.087    0.020
   4.900    0.132    0.033
   4.920    0.200    0.050
   4.940    0.290    0.071
   4.960    0.399    0.097
   4.980    0.548    0.136
   5.000    0.695    0.175
   5.020    0.872    0.219
   5.040    1.036    0.256
   5.060    1.204    0.303
   5.080    1.338    0.333
   5.100    1.450    0.362
   5.120    1.497    0.372
   5.140    1.501    0.373
   5.160    1.461    0.370
   5.180    1.363    0.338
   5.200    1.233    0.310
   5.220    1.085    0.271
   5.240    0.915    0.229
   5.260    0.758    0.190
   5.280    0.605    0.152
   5.300    0.471    0.115
   5.320    0.353    0.088
   5.340    0.261    0.064
   5.360    0.188    0.044
   5.380    0.144    0.032
   5.400    0.116    0.020
   5.420    0.106    0.013
   5.440    0.112    0.008
   5.460    0.146    0.006
   5.480    0.196    0.003
   5.500    0.273    0.002
   5.520    0.373    0.001
   5.540    0.506    0.000
   5.560    0.666    0.000
   5.580    0.860    0.000
   5.600    1.063    0.000
   5.620    1.289    0.000
   5.640    1.516    0.000
   5.660    1.739    0.000
   5.680    1.926    0.000
   5.700    2.088    0.000
   5.720    2.186    0.000
   5.740    2.223    0.000
   5.760    2.190    0.000
   5.780    2.111    0.000
   5.800    1.969    0.000
   5.820    1.784    0.000
   5.840    1.562    0.000
   5.860    1.329    0.000
   5.880    1.110    0.000
   5.900    0.890    0.000
   5.920    0.696    0.001
   5.940    0.532    0.001
   5.960    0.397    0.002
   5.980    0.292    0.003
   6.000    0.215    0.005
   6.020    0.162    0.007
   6.040    0.134    0.012
   6.060    0.126    0.018
   6.080    0.143    0.027
   6.100    0.167    0.037
   6.120    0.210    0.048
   6.140    0.260    0.063
   6.160    0.325    0.080
   6.180    0.390    0.098
   6.200    0.453    0.114
   6.220    0.515    0.129
   6.240    0.569    0.140
   6.260    0.608    0.154
   6.280    0.626    0.157
   6.300    0.623    0.155
   6.320    0.605    0.150
   6.340    0.566    0.142
   6.360    0.513    0.128
   6.380    0.453    0.112
   6.400    0.396    0.098
   6.420    0.331    0.079
   6.440    0.273    0.063
   6.460    0.238    0.049
   6.480    0.215    0.037
   6.500    0.219    0.027
   6.520    0.250    0.019
   6.540    0.313    0.014
   6.560    0.415    0.009
   6.580    0.560    0.006
   6.600    0.750    0.003
   6.620    0.983    0.002
   6.640    1.276    0.001
   6.660    1.578    0.001
   6.680    1.916    0.000
   6.700    2.259    0.000
   6.720    2.563    0.000
   6.740    2.828    0.000
   6.760    3.040    0.000
   6.780    3.134    0.000
   6.800    3.146    0.000
   6.820    3.085    0.000
   6.840    2.915    0.000
   6.860    2.671    0.000
   6.880    2.369    0.001
   6.900    2.043    0.001
   6.920    1.713    0.001
   6.940    1.400    0.002
   6.960    1.117    0.003
   6.980    0.859    0.005
   7.000    0.657    0.007
   7.020    0.492    0.011
   7.040    0.372    0.015
   7.060    0.296    0.019
   7.080    0.245    0.026
   7.100    0.226    0.034
   7.120    0.222    0.041
   7.140    0.234    0.050
   7.160    0.252    0.057
   7.180    0.274    0.066
   7.200    0.301    0.074
   7.220    0.322    0.078
   7.240    0.335    0.082
   7.260    0.343    0.084
   7.280    0.340    0.084
   7.300    0.327    0.080
   7.320    0.313    0.076
   7.340    0.292    0.069
   7.360    0.269    0.060
   7.380    0.251    0.054
   7.400    0.239    0.045
   7.420    0.239    0.036
   7.440    0.258    0.028
   7.460    0.297    0.022
   7.480    0.356    0.017
   7.500    0.441    0.012
   7.520    0.553    0.009
   7.540    0.692    0.006
   7.560    0.862    0.004
   7.580    1.028    0.003
   7.600    1.208    0.002
   7.620    1.385    0.001
   7.640    1.546    0.001
   7.660    1.668    0.001
   7.680    1.755    0.000
   7.700    1.793    0.001
   7.720    1.783    0.001
   7.740    1.711    0.002
   7.760    1.611    0.002
   7.780    1.468    0.004
   7.800    1.314    0.007
   7.820    1.143    0.010
   7.840    0.983    0.016
   7.860    0.834    0.023
   7.880    0.718    0.035
   7.900    0.636    0.046
   7.920    0.585    0.062
   7.940    0.570    0.083
   7.960    0.594    0.107
   7.980    0.640    0.132
   8.000    0.709    0.158
   8.020    0.788    0.183
   8.040    0.872    0.210
   8.060    0.954    0.235
   8.080    1.020    0.251
   8.100    1.054    0.263
   8.120    1.073    0.266
   8.140    1.062    0.265
   8.160    1.018    0.251
   8.180    0.954    0.235
   8.200    0.876    0.213
   8.220    0.787    0.186
   8.240    0.697    0.161
   8.260    0.613    0.133
   8.280    0.549    0.109
   8.300    0.502    0.086
   8.320    0.482    0.066
   8.340    0.488    0.049
   8.360    0.518    0.034
   8.380    0.571    0.025
   8.400    0.638    0.017
   8.420    0.718    0.012
   8.440    0.801    0.007
   8.460    0.867    0.005
   8.480    0.934    0.003
   8.500    0.965    0.003
   8.520    0.971    0.002
   8.540    0.955    0.002
   8.560    0.914    0.004
   8.580    0.853    0.005
   8.600    0.781    0.009
   8.620    0.703    0.013
   8.640    0.629    0.020
   8.660    0.561    0.028
   8.680    0.516    0.039
   8.700    0.485    0.053
   8.720    0.484    0.069
   8.740    0.504    0.088
   8.760    0.544    0.110
   8.780    0.603    0.131
   8.800    0.670    0.154
   8.820    0.737    0.176
   8.840    0.800    0.194
   8.860    0.850    0.207
   8.880    0.887    0.217
   8.900    0.900    0.216
   8.920    0.891    0.213
   8.940    0.879    0.203
   8.960    0.850    0.187
   8.980    0.818    0.167
   9.000    0.801    0.147
   9.020    0.801    0.124
   9.040    0.836    0.103
   9.060    0.907    0.082
   9.080    1.008    0.064
   9.100    1.157    0.048
   9.120    1.332    0.035
   9.140    1.540    0.027
   9.160    1.759    0.018
   9.180    1.966    0.012
   9.200    2.155    0.008
   9.220    2.300    0.005
   9.240    2.389    0.003
   9.260    2.420    0.002
   9.280    2.382    0.001
   9.300    2.283    0.001
   9.320    2.116    0.000
   9.340    1.919    0.000
   9.360    1.689    0.000
   9.380    1.438    0.000
   9.400    1.194    0.000
   9.420    0.969    0.000
   9.440    0.760    0.000
   9.460    0.576    0.000
   9.480    0.429    0.000
   9.500    0.313    0.000
   9.520    0.221    0.000
   9.540    0.154    0.000
   9.560    0.107    0.000
   9.580    0.078    0.000
   9.600    0.062    0.000
   9.620    0.058    0.000
   9.640    0.068    0.000
   9.660    0.087    0.000
   9.680    0.121    0.000
   9.700    0.165    0.000
   9.720    0.227    0.000
   9.740    0.305    0.000
   9.760    0.404    0.000
   9.780    0.518    0.000
   9.800    0.641    0.000
   9.820    0.778    0.000
   9.840    0.915    0.000
   9.860    1.040    0.000
   9.880    1.165    0.000
   9.900    1.258    0.000
   9.920    1.333    0.001
   9.940    1.366    0.001
   9.960    1.361    0.002
   9.980    1.326    0.004
  10.000    1.257    0.005
  10.020    1.164    0.008
  10.040    1.049    0.011
  10.060    0.934    0.015
  10.080    0.819    0.021
  10.100    0.709    0.028
  10.120    0.623    0.035
  10.140    0.546    0.043
  10.160    0.489    0.051
  10.180    0.449    0.060
  10.200    0.419    0.066
  10.220    0.406    0.073
  10.240    0.399    0.078
  10.260    0.394    0.080
  10.280    0.395    0.081
  10.300    0.393    0.079
  10.320    0.401    0.076
  10.340    0.410    0.069
  10.360    0.433    0.061
  10.380    0.467    0.054
  10.400    0.513    0.046
  10.420    0.579    0.037
  10.440    0.658    0.030
  10.460    0.753    0.023
  10.480    0.852    0.018
  10.500    0.952    0.014
  10.520    1.051    0.010
  10.540    1.131    0.008
  10.560    1.190    0.007
  10.580    1.229    0.008
  10.600    1.230    0.009
  10.620    1.212    0.012
  10.640    1.165    0.018
  10.660    1.103    0.025
  10.680    1.031    0.034
  10.700    0.954    0.044
  10.720    0.886    0.058
  10.740    0.828    0.074
  10.760    0.792    0.091
  10.780    0.766    0.107
  10.800    0.758    0.125
  10.820    0.764    0.142
  10.840    0.777    0.156
  10.860    0.787    0.168
  10.880    0.806    0.175
  10.900    0.820    0.174
  10.920    0.828    0.171
  10.940    0.838    0.166
  10.960    0.847    0.153
  10.980    0.870    0.138
  11.000    0.899    0.120
  11.020    0.952    0.103
  11.040    1.024    0.084
  11.060    1.109    0.069
  11.080    1.209    0.053
  11.100    1.316    0.041
  11.120    1.426    0.032
  11.140    1.511    0.024
  11.160    1.586    0.018
  11.180    1.635    0.015
  11.200    1.641    0.015
  11.220    1.612    0.016
  11.240    1.548    0.019
  11.260    1.463    0.024
  11.280    1.355    0.030
  11.300    1.239    0.039
  11.320    1.119    0.050
  11.340    1.008    0.062
  11.360    0.912    0.073
  11.380    0.831    0.087
  11.400    0.768    0.097
  11.420    0.722    0.110
  11.440    0.687    0.116
  11.460    0.663    0.123
  11.480    0.646    0.126
  11.500    0.639    0.125
  11.520    0.631    0.121
  11.540    0.630    0.115
  11.560    0.634    0.105
  11.580    0.651    0.094
  11.600    0.675    0.082
  11.620    0.707    0.069
  11.640    0.755    0.057
  11.660    0.803    0.046
  11.680    0.861    0.037
  11.700    0.915    0.028
  11.720    0.961    0.023
  11.740    0.995    0.018
  11.760    1.016    0.017
  11.780    1.012    0.016
  11.800    0.994    0.019
  11.820    0.957    0.022
  11.840    0.909    0.028
  11.860    0.852    0.035
  11.880    0.797    0.044
  11.900    0.741    0.053
  11.920    0.691    0.065
  11.940    0.650    0.076
  11.960    0.622    0.085
  11.980    0.602    0.096
  12.000    0.587    0.103
  12.020    0.580    0.109
  12.040    0.581    0.111
  12.060    0.580    0.110
  12.080    0.586    0.107
  12.100    0.593    0.101
  12.120    0.607    0.093
  12.140    0.631    0.082
  12.160    0.660    0.073
  12.180    0.692    0.060
  12.200    0.733    0.050
  12.220    0.778    0.040
  12.240    0.823    0.032
  12.260    0.860    0.025
  12.280    0.891    0.019
  12.300    0.905    0.014
  12.320    0.901    0.012
  12.340    0.884    0.010
  12.360    0.846    0.010
  12.380    0.794    0.010
  12.400    0.724    0.012
  12.420    0.657    0.014
  12.440    0.585    0.017
  12.460    0.514    0.020
  12.480    0.455    0.023
  12.500    0.406    0.027
  12.520    0.364    0.029
  12.540    0.345    0.031
  12.560    0.333    0.034
  12.580    0.344    0.033
  12.600    0.368    0.034
  12.620    0.412    0.032
  12.640    0.476    0.030
  12.660    0.558    0.028
  12.680    0.658    0.024
  12.700    0.769    0.021
  12.720    0.893    0.018
  12.740    1.015    0.015
  12.760    1.140    0.013
  12.780    1.249    0.012
  12.800    1.333    0.011
  12.820    1.399    0.011
  12.840    1.430    0.013
  12.860    1.420    0.016
  12.880    1.390    0.020
  12.900    1.330    0.026
  12.920    1.247    0.033
  12.940    1.155    0.041
  12.960    1.057    0.049
  12.980    0.964    0.059
  13.000    0.878    0.069
  13.020    0.807    0.078
  13.040    0.750    0.085
  13.060    0.714    0.090
  13.080    0.699    0.094
  13.100    0.697    0.095
  13.120    0.716    0.093
  13.140    0.753    0.089
  13.160    0.810    0.082
  13.180    0.886    0.075
  13.200    0.973    0.067
  13.220    1.071    0.057
  13.240    1.174    0.049
  13.260    1.282    0.042
  13.280    1.378    0.036
  13.300    1.460    0.032
  13.320    1.524    0.030
  13.340    1.557    0.031
  13.360    1.566    0.036
  13.380    1.552    0.042
  13.400    1.509    0.053
  13.420    1.449    0.065
  13.440    1.383    0.079
  13.460    1.304    0.095
  13.480    1.231    0.112
  13.500    1.161    0.129
  13.520    1.097    0.143
  13.540    1.040    0.156
  13.560    0.993    0.166
  13.580    0.945    0.172
  13.600    0.898    0.170
  13.620    0.852    0.167
  13.640    0.803    0.158
  13.660    0.757    0.144
  13.680    0.709    0.131
  13.700    0.662    0.113
  13.720    0.620    0.097
  13.740    0.579    0.080
  13.760    0.543    0.064
  13.780    0.509    0.051
  13.800    0.478    0.039
  13.820    0.446    0.028
  13.840    0.417    0.020
  13.860    0.384    0.014
  13.880    0.352    0.009
  13.900    0.318    0.006
  13.920    0.285    0.004
  13.940    0.252    0.002
  13.960    0.224    0.002
  13.980    0.200    0.001
  14.000    0.187    0.001
  14.020    0.186    0.000
  14.040    0.197    0.000
  14.060    0.225    0.000
  14.080    0.273    0.000
  14.100    0.337    0.000
  14.120    0.422    0.000
  14.140    0.522    0.000
  14.160    0.632    0.000
  14.180    0.752    0.000
  14.200    0.874    0.000
  14.220    0.992    0.001
  14.240    1.089    0.001
  14.260    1.172    0.002
  14.280    1.218    0.002
  14.300    1.245    0.003
  14.320    1.232    0.004
  14.340    1.196    0.006
  14.360    1.127    0.008
  14.380    1.038    0.009
  14.400    0.938    0.011
  14.420    0.835    0.013
  14.440    0.734    0.014
  14.460    0.645    0.017
  14.480    0.570    0.018
  14.500    0.517    0.019
  14.520    0.492    0.020
  14.540    0.490    0.019
  14.560    0.517    0.019
  14.580    0.567    0.019
  14.600    0.638    0.017
  14.620    0.725    0.017
  14.640    0.823    0.016
  14.660    0.926    0.016
  14.680    1.024    0.017
  14.700    1.116    0.018
  14.720    1.191    0.021
  14.740    1.246    0.025
  14.760    1.278    0.032
  14.780    1.288    0.040
  14.800    1.279    0.050
  14.820    1.247    0.062
  14.840    1.206    0.074
  14.860    1.155    0.089
  14.880    1.102    0.102
  14.900    1.049    0.115
  14.920    0.993    0.124
  14.940    0.948    0.133
  14.960    0.907    0.138
  14.980    0.872    0.139
  15.000    0.841    0.137
  15.020    0.814    0.131
  15.040    0.795    0.123
  15.060    0.778    0.112
  15.080    0.767    0.100
  15.100    0.755    0.087
  15.120    0.750    0.075
  15.140    0.746    0.065
  15.160    0.741    0.057
  15.180    0.735    0.051
  15.200    0.726    0.048
  15.220    0.718    0.047
  15.240    0.707    0.050
  15.260    0.694    0.055
  15.280    0.684    0.061
  15.300    0.676    0.069
  15.320    0.675    0.077
  15.340    0.679    0.084
  15.360    0.691    0.091
  15.380    0.717    0.095
  15.400    0.749    0.098
  15.420    0.796    0.098
  15.440    0.853    0.096
  15.460    0.922    0.091
  15.480    0.999    0.085
  15.500    1.081    0.077
  15.520    1.163    0.068
  15.540    1.243    0.060
  15.560    1.308    0.051
  15.580    1.367    0.045
  15.600    1.400    0.039
  15.620    1.409    0.036
  15.640    1.390    0.034
  15.660    1.348    0.034
  15.680    1.287    0.036
  15.700    1.203    0.039
  15.720    1.112    0.043
  15.740    1.014    0.048
  15.760    0.919    0.051
  15.780    0.825    0.057
  15.800    0.747    0.060
  15.820    0.679    0.061
  15.840    0.626    0.061
  15.860    0.589    0.060
  15.880    0.564    0.057
  15.900    0.553    0.054
  15.920    0.549    0.048
  15.940    0.555    0.044
  15.960    0.563    0.039
  15.980    0.573    0.035
  16.000    0.583    0.031
  16.020    0.591    0.029
  16.040    0.594    0.029
  16.060    0.589    0.029
  16.080    0.581    0.031
  16.100    0.568    0.035
  16.120    0.550    0.039
  16.140    0.533    0.043
  16.160    0.514    0.048
  16.180    0.494    0.052
  16.200    0.481    0.056
  16.220    0.474    0.058
  16.240    0.469    0.059
  16.260    0.473    0.060
  16.280    0.478    0.058
  16.300    0.491    0.055
  16.320    0.508    0.052
  16.340    0.528    0.048
  16.360    0.552    0.045
  16.380    0.573    0.042
  16.400    0.596    0.041
  16.420    0.615    0.040
  16.440    0.635    0.043
  16.460    0.650    0.047
  16.480    0.665    0.052
  16.500    0.675    0.060
  16.520    0.692    0.069
  16.540    0.704    0.078
  16.560    0.719    0.086
  16.580    0.736    0.095
  16.600    0.764    0.102
  16.620    0.797    0.107
  16.640    0.835    0.109
  16.660    0.881    0.109
  16.680    0.934    0.105
  16.700    0.992    0.100
  16.720    1.049    0.093
  16.740    1.109    0.084
  16.760    1.161    0.074
  16.780    1.211    0.065
  16.800    1.243    0.056
  16.820    1.262    0.050
  16.840    1.260    0.044
  16.860    1.236    0.041
  16.880    1.199    0.039
  16.900    1.145    0.039
  16.920    1.080    0.040
  16.940    1.013    0.043
  16.960    0.946    0.046
  16.980    0.884    0.048
  17.000    0.836    0.050
  17.020    0.807    0.051
  17.040    0.794    0.052
  17.060    0.801    0.050
  17.080    0.825    0.048
  17.100    0.863    0.044
  17.120    0.911    0.040
  17.140    0.969    0.036
  17.160    1.016    0.031
  17.180    1.061    0.026
  17.200    1.083    0.021
  17.220    1.089    0.017
  17.240    1.075    0.012
  17.260    1.037    0.009
  17.280    0.983    0.007
  17.300    0.913    0.005
  17.320    0.834    0.003
  17.340    0.753    0.002
  17.360    0.676    0.002
  17.380    0.612    0.001
  17.400    0.563    0.001
  17.420    0.533    0.001
  17.440    0.526    0.001
  17.460    0.537    0.001
  17.480    0.567    0.002
  17.500    0.611    0.002
  17.520    0.661    0.003
  17.540    0.715    0.005
  17.560    0.766    0.007
  17.580    0.804    0.010
  17.600    0.834    0.013
  17.620    0.846    0.017
  17.640    0.846    0.020
  17.660    0.832    0.025
  17.680    0.809    0.029
  17.700    0.779    0.034
  17.720    0.747    0.038
  17.740    0.717    0.042
  17.760    0.698    0.045
  17.780    0.688    0.047
  17.800    0.693    0.047
  17.820    0.707    0.047
  17.840    0.737    0.045
  17.860    0.775    0.043
  17.880    0.818    0.040
  17.900    0.866    0.038
  17.920    0.905    0.036
  17.940    0.941    0.034
  17.960    0.966    0.033
  17.980    0.976    0.034
  18.000    0.970    0.035
  18.020    0.950    0.038
  18.040    0.920    0.041
  18.060    0.875    0.045
  18.080    0.825    0.049
  18.100    0.776    0.053
  18.120    0.724    0.056
  18.140    0.676    0.059
  18.160    0.635    0.060
  18.180    0.605    0.060
  18.200    0.584    0.060
  18.220    0.569    0.058
  18.240    0.563    0.056
  18.260    0.564    0.055
  18.280    0.574    0.055
  18.300    0.588    0.056
  18.320    0.605    0.058
  18.340    0.628    0.063
  18.360    0.651    0.069
  18.380    0.673    0.078
  18.400    0.699    0.088
  18.420    0.724    0.098
  18.440    0.750    0.109
  18.460    0.771    0.117
  18.480    0.794    0.125
  18.500    0.811    0.130
  18.520    0.827    0.132
  18.540    0.838    0.130
  18.560    0.845    0.127
  18.580    0.848    0.119
  18.600    0.849    0.111
  18.620    0.842    0.102
  18.640    0.835    0.091
  18.660    0.822    0.081
  18.680    0.808    0.072
  18.700    0.788    0.066
  18.720    0.768    0.060
  18.740    0.748    0.057
  18.760    0.730    0.055
  18.780    0.713    0.055
  18.800    0.705    0.055
  18.820    0.706    0.057
  18.840    0.716    0.058
  18.860    0.736    0.058
  18.880    0.768    0.057
  18.900    0.811    0.055
  18.920    0.861    0.052
  18.940    0.915    0.048
  18.960    0.968    0.044
  18.980    1.015    0.039
  19.000    1.050    0.033
  19.020    1.071    0.028
  19.040    1.074    0.023
  19.060    1.056    0.018
  19.080    1.018    0.014
  19.100    0.964    0.011
  19.120    0.900    0.008
  19.140    0.829    0.006
  19.160    0.757    0.004
  19.180    0.692    0.003
  19.200    0.639    0.003
  19.220    0.602    0.003
  19.240    0.581    0.004
  19.260    0.583    0.006
  19.280    0.594    0.008
  19.300    0.626    0.011
  19.320    0.665    0.016
  19.340    0.707    0.022
  19.360    0.752    0.029
  19.380    0.795    0.038
  19.400    0.832    0.047
  19.420    0.860    0.058
  19.440    0.880    0.069
  19.460    0.890    0.080
  19.480    0.895    0.091
  19.500    0.895    0.100
  19.520    0.889    0.108
  19.540    0.881    0.113
  19.560    0.870    0.115
  19.580    0.861    0.115
  19.600    0.847    0.112
  19.620    0.837    0.107
  19.640    0.826    0.101
  19.660    0.815    0.094
  19.680    0.803    0.087
  19.700    0.791    0.080
  19.720    0.780    0.075
  19.740    0.766    0.072
  19.760    0.756    0.070
  19.780    0.743    0.070
  19.800    0.736    0.071
  19.820    0.729    0.072
  19.840    0.728    0.074
  19.860    0.732    0.076
  19.880    0.743    0.076
  19.900    0.757    0.076
  19.920    0.774    0.073
  19.940    0.797    0.070
  19.960    0.817    0.065
  19.980    0.837    0.058
  20.000    0.849    0.052
  20.020    0.856    0.044
  20.040    0.850    0.037
  20.060    0.835    0.030
  20.080    0.810    0.024
  20.100    0.776    0.019
  20.120    0.738    0.014
  20.140    0.696    0.010
  20.160    0.659    0.008
  20.180    0.628    0.005
  20.200    0.611    0.004
  20.220    0.604    0.003
  20.240    0.613    0.002
  20.260    0.636    0.002
  20.280    0.668    0.002
  20.300    0.707    0.003
  20.320    0.745    0.003
  20.340    0.782    0.004
  20.360    0.809    0.005
  20.380    0.823    0.007
  20.400    0.822    0.008
  20.420    0.806    0.010
  20.440    0.776    0.012
  20.460    0.736    0.014
  20.480    0.686    0.015
